ACC	LAT_LON
SRR14653247	40.6741 N 111.9580 W
SRR14653248	40.6741 N 111.9580 W
SRR14653249	40.6741 N 111.9580 W
SRR14653250	40.6741 N 111.9580 W
SRR14653251	40.6741 N 111.9580 W
SRR14653252	40.6741 N 111.9580 W
SRR14653253	40.6741 N 111.9580 W
SRR14653254	40.6741 N 111.9580 W
SRR14653255	40.6741 N 111.9580 W
SRR14653256	40.6741 N 111.9580 W
SRR14653257	40.6741 N 111.9580 W
SRR14653258	40.6741 N 111.9580 W
SRR14653259	40.6741 N 111.9580 W
SRR14653260	40.6741 N 111.9580 W
SRR14653261	40.6741 N 111.9580 W
SRR14653262	40.6741 N 111.9580 W
SRR14653263	40.6741 N 111.9580 W
SRR14653264	40.6741 N 111.9580 W
SRR14653265	40.6741 N 111.9580 W
SRR14653266	40.6741 N 111.9580 W
SRR14653267	40.6741 N 111.9580 W
SRR14653268	40.6741 N 111.9580 W
SRR14653269	40.6741 N 111.9580 W
SRR14653270	40.6741 N 111.9580 W
SRR14653271	40.6741 N 111.9580 W
SRR14653272	40.6741 N 111.9580 W
SRR14653273	40.6741 N 111.9580 W
SRR14653274	40.6741 N 111.9580 W
SRR14653275	40.6741 N 111.9580 W
SRR14653276	40.6741 N 111.9580 W
SRR14653277	40.6741 N 111.9580 W
SRR14653278	40.6741 N 111.9580 W
SRR14653279	40.6741 N 111.9580 W
SRR14653280	40.6741 N 111.9580 W
SRR14653281	40.6741 N 111.9580 W
SRR14653282	40.6741 N 111.9580 W
SRR14653283	40.6741 N 111.9580 W
SRR14653284	40.6741 N 111.9580 W
SRR14653285	40.6741 N 111.9580 W
SRR14653286	40.6741 N 111.9580 W
SRR14653287	40.6741 N 111.9580 W
SRR14653288	40.6741 N 111.9580 W
SRR14653289	40.6741 N 111.9580 W
SRR14653290	40.6741 N 111.9580 W
SRR14653291	40.6741 N 111.9580 W
SRR14653292	40.6741 N 111.9580 W
SRR14653293	40.6741 N 111.9580 W
SRR14653294	40.6741 N 111.9580 W
SRR14653295	40.6741 N 111.9580 W
SRR14653296	40.6741 N 111.9580 W
SRR14653297	40.6741 N 111.9580 W
SRR14653298	40.6741 N 111.9580 W
SRR14653299	40.6741 N 111.9580 W
SRR14653300	40.6741 N 111.9580 W
SRR14653301	40.6741 N 111.9580 W
SRR14653302	40.6741 N 111.9580 W
SRR14653303	40.6741 N 111.9580 W
SRR14653304	40.6741 N 111.9580 W
SRR14653305	40.6741 N 111.9580 W
SRR14653306	40.6741 N 111.9580 W
SRR14653307	40.6741 N 111.9580 W
SRR14653308	40.6741 N 111.9580 W
SRR14653309	40.6741 N 111.9580 W
SRR14653310	40.6741 N 111.9580 W
SRR14653311	40.6741 N 111.9580 W
SRR14653312	40.6741 N 111.9580 W
SRR14653313	40.6741 N 111.9580 W
SRR14653314	40.6741 N 111.9580 W
SRR14653315	40.6741 N 111.9580 W
SRR14653316	40.6741 N 111.9580 W
SRR14653317	40.6741 N 111.9580 W
SRR14653318	40.6741 N 111.9580 W
SRR14653319	40.6741 N 111.9580 W
SRR14653320	40.6741 N 111.9580 W
SRR14653321	40.6741 N 111.9580 W
SRR14653322	40.6741 N 111.9580 W
SRR14653323	40.6741 N 111.9580 W
SRR14653324	40.6741 N 111.9580 W
SRR14653325	40.6741 N 111.9580 W
SRR14653326	40.6741 N 111.9580 W
SRR14653327	40.6741 N 111.9580 W
SRR14653328	40.6741 N 111.9580 W
SRR14653329	40.6741 N 111.9580 W
SRR14653330	40.6741 N 111.9580 W
SRR14653331	40.6741 N 111.9580 W
SRR14653332	40.6741 N 111.9580 W
SRR14653333	40.6741 N 111.9580 W
SRR14653334	40.6741 N 111.9580 W
SRR14653335	40.6741 N 111.9580 W
SRR14653336	40.6741 N 111.9580 W
SRR14653337	40.6741 N 111.9580 W
SRR14653338	40.6741 N 111.9580 W
SRR14653339	40.6741 N 111.9580 W
SRR14653340	40.6741 N 111.9580 W
SRR14653341	40.6741 N 111.9580 W
SRR14653342	40.6741 N 111.9580 W
SRR14653343	40.6741 N 111.9580 W
SRR14653344	40.6741 N 111.9580 W
SRR14653345	40.6741 N 111.9580 W
SRR14653346	40.6741 N 111.9580 W
SRR14653347	40.6741 N 111.9580 W
SRR14653348	40.6741 N 111.9580 W
SRR14653349	40.6741 N 111.9580 W
SRR14653350	40.6741 N 111.9580 W
SRR14653351	40.6741 N 111.9580 W
SRR14653352	40.6741 N 111.9580 W
SRR14653353	40.6741 N 111.9580 W
SRR14653354	40.6741 N 111.9580 W
SRR14653355	40.6741 N 111.9580 W
SRR14653356	40.6741 N 111.9580 W
SRR14653357	40.6741 N 111.9580 W
SRR14653358	40.6741 N 111.9580 W
SRR14653359	40.6741 N 111.9580 W
SRR14653360	40.6741 N 111.9580 W
SRR14653361	40.6741 N 111.9580 W
SRR14653362	40.6741 N 111.9580 W
SRR14653363	40.6741 N 111.9580 W
SRR14653364	40.6741 N 111.9580 W
SRR14653365	40.6741 N 111.9580 W
SRR14653366	40.6741 N 111.9580 W
SRR14653367	40.6741 N 111.9580 W
SRR14653368	40.6741 N 111.9580 W
SRR14653369	40.6741 N 111.9580 W
SRR14653370	40.6741 N 111.9580 W
SRR14653371	40.6741 N 111.9580 W
SRR14653372	40.6741 N 111.9580 W
SRR14653373	40.6741 N 111.9580 W
SRR14653374	40.6741 N 111.9580 W
SRR14653375	40.6741 N 111.9580 W
SRR14653376	40.6741 N 111.9580 W
SRR14653377	40.6741 N 111.9580 W
SRR14653378	40.6741 N 111.9580 W
SRR14653379	40.6741 N 111.9580 W
SRR14653380	40.6741 N 111.9580 W
SRR14653381	40.6741 N 111.9580 W
SRR14653382	40.6741 N 111.9580 W
SRR14653383	40.6741 N 111.9580 W
SRR14653384	40.6741 N 111.9580 W
SRR14653385	40.6741 N 111.9580 W
SRR14653386	40.6741 N 111.9580 W
SRR14653387	40.6741 N 111.9580 W
SRR14653388	40.6741 N 111.9580 W
SRR14653389	40.6741 N 111.9580 W
SRR14653390	40.6741 N 111.9580 W
SRR14653391	40.6741 N 111.9580 W
SRR14653392	40.6741 N 111.9580 W
SRR14653393	40.6741 N 111.9580 W
SRR14653394	40.6741 N 111.9580 W
SRR14653395	40.6741 N 111.9580 W
SRR14653396	40.6741 N 111.9580 W
SRR14652036	40.6741 N 111.9580 W
SRR14652037	40.6741 N 111.9580 W
SRR14652038	40.6741 N 111.9580 W
SRR14652039	40.6741 N 111.9580 W
SRR14652040	40.6741 N 111.9580 W
SRR14652041	40.6741 N 111.9580 W
SRR14652042	40.6741 N 111.9580 W
SRR14652043	40.6741 N 111.9580 W
SRR14652044	40.6741 N 111.9580 W
SRR14652045	40.6741 N 111.9580 W
SRR14652046	40.6741 N 111.9580 W
SRR14652047	40.6741 N 111.9580 W
SRR14652048	40.6741 N 111.9580 W
SRR14652049	40.6741 N 111.9580 W
SRR14652050	40.6741 N 111.9580 W
SRR14652051	40.6741 N 111.9580 W
SRR14652052	40.6741 N 111.9580 W
SRR14652053	40.6741 N 111.9580 W
SRR14652054	40.6741 N 111.9580 W
SRR14652055	40.6741 N 111.9580 W
SRR14652056	40.6741 N 111.9580 W
SRR14652057	40.6741 N 111.9580 W
SRR14652058	40.6741 N 111.9580 W
SRR14652059	40.6741 N 111.9580 W
SRR14652060	40.6741 N 111.9580 W
SRR14652061	40.6741 N 111.9580 W
SRR14652062	40.6741 N 111.9580 W
SRR14652063	40.6741 N 111.9580 W
SRR14652064	40.6741 N 111.9580 W
SRR14652065	40.6741 N 111.9580 W
SRR14652066	40.6741 N 111.9580 W
SRR14652067	40.6741 N 111.9580 W
SRR14652068	40.6741 N 111.9580 W
SRR14652069	40.6741 N 111.9580 W
SRR14652070	40.6741 N 111.9580 W
SRR14652071	40.6741 N 111.9580 W
SRR14652072	40.6741 N 111.9580 W
SRR14652073	40.6741 N 111.9580 W
SRR14652074	40.6741 N 111.9580 W
SRR14652075	40.6741 N 111.9580 W
SRR14652076	40.6741 N 111.9580 W
SRR14652077	40.6741 N 111.9580 W
SRR14652078	40.6741 N 111.9580 W
SRR14652079	40.6741 N 111.9580 W
SRR14652080	40.6741 N 111.9580 W
SRR14652081	40.6741 N 111.9580 W
SRR14652082	40.6741 N 111.9580 W
SRR14652083	40.6741 N 111.9580 W
SRR14652084	40.6741 N 111.9580 W
SRR14652085	40.6741 N 111.9580 W
SRR14652086	40.6741 N 111.9580 W
SRR14652087	40.6741 N 111.9580 W
SRR14652088	40.6741 N 111.9580 W
SRR14652089	40.6741 N 111.9580 W
SRR14652090	40.6741 N 111.9580 W
SRR14652091	40.6741 N 111.9580 W
SRR14652092	40.6741 N 111.9580 W
SRR14652093	40.6741 N 111.9580 W
SRR14652094	40.6741 N 111.9580 W
SRR14652095	40.6741 N 111.9580 W
SRR14652096	40.6741 N 111.9580 W
SRR14652097	40.6741 N 111.9580 W
SRR14652098	40.6741 N 111.9580 W
SRR14652099	40.6741 N 111.9580 W
SRR14652100	40.6741 N 111.9580 W
SRR14652101	40.6741 N 111.9580 W
SRR14652102	40.6741 N 111.9580 W
SRR14652103	40.6741 N 111.9580 W
SRR14652104	40.6741 N 111.9580 W
SRR14652105	40.6741 N 111.9580 W
SRR14652106	40.6741 N 111.9580 W
SRR14652107	40.6741 N 111.9580 W
SRR14652108	40.6741 N 111.9580 W
SRR14652109	40.6741 N 111.9580 W
SRR14652110	40.6741 N 111.9580 W
SRR14652111	40.6741 N 111.9580 W
SRR14652112	40.6741 N 111.9580 W
SRR14652113	40.6741 N 111.9580 W
SRR14652114	40.6741 N 111.9580 W
SRR14652115	40.6741 N 111.9580 W
SRR14652116	40.6741 N 111.9580 W
SRR14652117	40.6741 N 111.9580 W
SRR14652118	40.6741 N 111.9580 W
SRR14652119	40.6741 N 111.9580 W
SRR14652120	40.6741 N 111.9580 W
SRR14652121	40.6741 N 111.9580 W
SRR14652122	40.6741 N 111.9580 W
SRR14652123	40.6741 N 111.9580 W
SRR14652124	40.6741 N 111.9580 W
SRR14652125	40.6741 N 111.9580 W
SRR14652126	40.6741 N 111.9580 W
SRR14652127	40.6741 N 111.9580 W
SRR14652128	40.6741 N 111.9580 W
SRR14652129	40.6741 N 111.9580 W
SRR14652130	40.6741 N 111.9580 W
SRR14652131	40.6741 N 111.9580 W
SRR14652132	40.6741 N 111.9580 W
SRR14652133	40.6741 N 111.9580 W
SRR14652134	40.6741 N 111.9580 W
SRR14652135	40.6741 N 111.9580 W
SRR14652136	40.6741 N 111.9580 W
SRR14652137	40.6741 N 111.9580 W
SRR14652138	40.6741 N 111.9580 W
SRR14652139	40.6741 N 111.9580 W
SRR14652140	40.6741 N 111.9580 W
SRR14652141	40.6741 N 111.9580 W
SRR14652142	40.6741 N 111.9580 W
SRR14652143	40.6741 N 111.9580 W
SRR14652144	40.6741 N 111.9580 W
SRR14652145	40.6741 N 111.9580 W
SRR14652146	40.6741 N 111.9580 W
SRR14652147	40.6741 N 111.9580 W
SRR14652148	40.6741 N 111.9580 W
SRR14652149	40.6741 N 111.9580 W
SRR14652150	40.6741 N 111.9580 W
SRR14652151	40.6741 N 111.9580 W
SRR14652152	40.6741 N 111.9580 W
SRR14652153	40.6741 N 111.9580 W
SRR14652154	40.6741 N 111.9580 W
SRR14652155	40.6741 N 111.9580 W
SRR14652156	40.6741 N 111.9580 W
SRR14650402	40.6741 N 111.9580 W
SRR14650403	40.6741 N 111.9580 W
SRR14650404	40.6741 N 111.9580 W
SRR14650405	40.6741 N 111.9580 W
SRR14650406	40.6741 N 111.9580 W
SRR14650407	40.6741 N 111.9580 W
SRR14650408	40.6741 N 111.9580 W
SRR14650409	40.6741 N 111.9580 W
SRR14650410	40.6741 N 111.9580 W
SRR14650411	40.6741 N 111.9580 W
SRR14650412	40.6741 N 111.9580 W
SRR14650413	40.6741 N 111.9580 W
SRR14650414	40.6741 N 111.9580 W
SRR14650415	40.6741 N 111.9580 W
SRR14650416	40.6741 N 111.9580 W
SRR14650417	40.6741 N 111.9580 W
SRR14650418	40.6741 N 111.9580 W
SRR14650419	40.6741 N 111.9580 W
SRR14650420	40.6741 N 111.9580 W
SRR14650421	40.6741 N 111.9580 W
SRR14650422	40.6741 N 111.9580 W
SRR14650423	40.6741 N 111.9580 W
SRR14650424	40.6741 N 111.9580 W
SRR14650425	40.6741 N 111.9580 W
SRR14650426	40.6741 N 111.9580 W
SRR14650427	40.6741 N 111.9580 W
SRR14650428	40.6741 N 111.9580 W
SRR14650429	40.6741 N 111.9580 W
SRR14650430	40.6741 N 111.9580 W
SRR14650431	40.6741 N 111.9580 W
SRR14650432	40.6741 N 111.9580 W
SRR14650433	40.6741 N 111.9580 W
SRR14650434	40.6741 N 111.9580 W
SRR14650435	40.6741 N 111.9580 W
SRR14650436	40.6741 N 111.9580 W
SRR14650437	40.6741 N 111.9580 W
SRR14650438	40.6741 N 111.9580 W
SRR14650439	40.6741 N 111.9580 W
SRR14650440	40.6741 N 111.9580 W
SRR14650441	40.6741 N 111.9580 W
SRR14650442	40.6741 N 111.9580 W
SRR14650443	40.6741 N 111.9580 W
SRR14650444	40.6741 N 111.9580 W
SRR14650445	40.6741 N 111.9580 W
SRR14650446	40.6741 N 111.9580 W
SRR14650447	40.6741 N 111.9580 W
SRR14650448	40.6741 N 111.9580 W
SRR14650449	40.6741 N 111.9580 W
SRR14650450	40.6741 N 111.9580 W
SRR14650451	40.6741 N 111.9580 W
SRR14650452	40.6741 N 111.9580 W
SRR14650453	40.6741 N 111.9580 W
SRR14650454	40.6741 N 111.9580 W
SRR14650455	40.6741 N 111.9580 W
SRR14650456	40.6741 N 111.9580 W
SRR14650457	40.6741 N 111.9580 W
SRR14650458	40.6741 N 111.9580 W
SRR14650459	40.6741 N 111.9580 W
SRR14650460	40.6741 N 111.9580 W
SRR14650461	40.6741 N 111.9580 W
SRR14650462	40.6741 N 111.9580 W
SRR14650463	40.6741 N 111.9580 W
SRR14650464	40.6741 N 111.9580 W
SRR14650465	40.6741 N 111.9580 W
SRR14650466	40.6741 N 111.9580 W
SRR14650467	40.6741 N 111.9580 W
SRR14650468	40.6741 N 111.9580 W
SRR14650469	40.6741 N 111.9580 W
SRR14650470	40.6741 N 111.9580 W
SRR14650471	40.6741 N 111.9580 W
SRR14650472	40.6741 N 111.9580 W
SRR14650473	40.6741 N 111.9580 W
SRR14650474	40.6741 N 111.9580 W
SRR14650475	40.6741 N 111.9580 W
SRR14650476	40.6741 N 111.9580 W
SRR14650477	40.6741 N 111.9580 W
SRR14650478	40.6741 N 111.9580 W
SRR14650479	40.6741 N 111.9580 W
SRR14650480	40.6741 N 111.9580 W
SRR14650481	40.6741 N 111.9580 W
SRR14650482	40.6741 N 111.9580 W
SRR14650483	40.6741 N 111.9580 W
SRR14650484	40.6741 N 111.9580 W
SRR14650485	40.6741 N 111.9580 W
SRR14650486	40.6741 N 111.9580 W
SRR14650487	40.6741 N 111.9580 W
SRR14650488	40.6741 N 111.9580 W
SRR14650489	40.6741 N 111.9580 W
SRR14650490	40.6741 N 111.9580 W
SRR14650491	40.6741 N 111.9580 W
SRR14650492	40.6741 N 111.9580 W
SRR14650493	40.6741 N 111.9580 W
SRR14650494	40.6741 N 111.9580 W
SRR14650495	40.6741 N 111.9580 W
SRR14650496	40.6741 N 111.9580 W
SRR14650497	40.6741 N 111.9580 W
SRR14650498	40.6741 N 111.9580 W
SRR14650499	40.6741 N 111.9580 W
SRR14650500	40.6741 N 111.9580 W
SRR14650501	40.6741 N 111.9580 W
SRR14650502	40.6741 N 111.9580 W
SRR14650503	40.6741 N 111.9580 W
SRR14650504	40.6741 N 111.9580 W
SRR14650505	40.6741 N 111.9580 W
SRR14650506	40.6741 N 111.9580 W
SRR14650507	40.6741 N 111.9580 W
SRR14650508	40.6741 N 111.9580 W
SRR14650509	40.6741 N 111.9580 W
SRR14650510	40.6741 N 111.9580 W
SRR14650511	40.6741 N 111.9580 W
SRR14650512	40.6741 N 111.9580 W
SRR14650513	40.6741 N 111.9580 W
SRR14650514	40.6741 N 111.9580 W
SRR14650515	40.6741 N 111.9580 W
SRR14650516	40.6741 N 111.9580 W
SRR14650517	40.6741 N 111.9580 W
SRR14650518	40.6741 N 111.9580 W
SRR14650519	40.6741 N 111.9580 W
SRR14650520	40.6741 N 111.9580 W
SRR14650521	40.6741 N 111.9580 W
SRR14650522	40.6741 N 111.9580 W
SRR14650523	40.6741 N 111.9580 W
SRR14650524	40.6741 N 111.9580 W
SRR14650525	40.6741 N 111.9580 W
SRR14650526	40.6741 N 111.9580 W
SRR14650527	40.6741 N 111.9580 W
SRR14650528	40.6741 N 111.9580 W
SRR14650529	40.6741 N 111.9580 W
SRR14650530	40.6741 N 111.9580 W
SRR14650531	40.6741 N 111.9580 W
SRR14650532	40.6741 N 111.9580 W
SRR14650533	40.6741 N 111.9580 W
SRR14650534	40.6741 N 111.9580 W
SRR14650535	40.6741 N 111.9580 W
SRR14650536	40.6741 N 111.9580 W
SRR14650537	40.6741 N 111.9580 W
SRR14650538	40.6741 N 111.9580 W
SRR14650539	40.6741 N 111.9580 W
SRR14650540	40.6741 N 111.9580 W
SRR14650541	40.6741 N 111.9580 W
SRR14650542	40.6741 N 111.9580 W
SRR14650543	40.6741 N 111.9580 W
SRR14650544	40.6741 N 111.9580 W
SRR14650545	40.6741 N 111.9580 W
SRR14650546	40.6741 N 111.9580 W
SRR14650547	40.6741 N 111.9580 W
SRR14650548	40.6741 N 111.9580 W
SRR14650549	40.6741 N 111.9580 W
SRR14650550	40.6741 N 111.9580 W
SRR14650551	40.6741 N 111.9580 W
SRR14650552	40.6741 N 111.9580 W
SRR14650553	40.6741 N 111.9580 W
SRR14650554	40.6741 N 111.9580 W
SRR14650555	40.6741 N 111.9580 W
SRR14650556	40.6741 N 111.9580 W
SRR14650557	40.6741 N 111.9580 W
SRR14650558	40.6741 N 111.9580 W
SRR14650559	40.6741 N 111.9580 W
SRR14650560	40.6741 N 111.9580 W
SRR14650561	40.6741 N 111.9580 W
SRR14650562	40.6741 N 111.9580 W
SRR14650563	40.6741 N 111.9580 W
SRR14650564	40.6741 N 111.9580 W
SRR14650565	40.6741 N 111.9580 W
SRR14650566	40.6741 N 111.9580 W
SRR14650567	40.6741 N 111.9580 W
SRR14650568	40.6741 N 111.9580 W
SRR14650569	40.6741 N 111.9580 W
SRR14650570	40.6741 N 111.9580 W
SRR14650571	40.6741 N 111.9580 W
SRR14650572	40.6741 N 111.9580 W
SRR14650573	40.6741 N 111.9580 W
SRR14650574	40.6741 N 111.9580 W
SRR14650575	40.6741 N 111.9580 W
SRR14650576	40.6741 N 111.9580 W
SRR14650577	40.6741 N 111.9580 W
SRR14650578	40.6741 N 111.9580 W
SRR14650579	40.6741 N 111.9580 W
SRR14650580	40.6741 N 111.9580 W
SRR14650581	40.6741 N 111.9580 W
SRR14650582	40.6741 N 111.9580 W
SRR14650583	40.6741 N 111.9580 W
SRR14650584	40.6741 N 111.9580 W
SRR14650585	40.6741 N 111.9580 W
SRR14650586	40.6741 N 111.9580 W
SRR14650587	40.6741 N 111.9580 W
SRR14650588	40.6741 N 111.9580 W
SRR14650589	40.6741 N 111.9580 W
SRR14650590	40.6741 N 111.9580 W
SRR14650591	40.6741 N 111.9580 W
SRR14650592	40.6741 N 111.9580 W
SRR14650593	40.6741 N 111.9580 W
SRR14650594	40.6741 N 111.9580 W
SRR14650595	40.6741 N 111.9580 W
SRR14650596	40.6741 N 111.9580 W
SRR14650597	40.6741 N 111.9580 W
SRR14650598	40.6741 N 111.9580 W
SRR14650599	40.6741 N 111.9580 W
SRR14650600	40.6741 N 111.9580 W
SRR14650601	40.6741 N 111.9580 W
SRR14650602	40.6741 N 111.9580 W
SRR14650603	40.6741 N 111.9580 W
SRR14650604	40.6741 N 111.9580 W
SRR14650605	40.6741 N 111.9580 W
SRR14650606	40.6741 N 111.9580 W
SRR14650607	40.6741 N 111.9580 W
SRR14650608	40.6741 N 111.9580 W
SRR14650609	40.6741 N 111.9580 W
SRR14650610	40.6741 N 111.9580 W
SRR14650611	40.6741 N 111.9580 W
SRR14650612	40.6741 N 111.9580 W
SRR14650613	40.6741 N 111.9580 W
SRR14650614	40.6741 N 111.9580 W
SRR14650615	40.6741 N 111.9580 W
SRR14650616	40.6741 N 111.9580 W
SRR14650617	40.6741 N 111.9580 W
SRR14650618	40.6741 N 111.9580 W
SRR14650619	40.6741 N 111.9580 W
SRR14650620	40.6741 N 111.9580 W
SRR14650621	40.6741 N 111.9580 W
SRR14650622	40.6741 N 111.9580 W
SRR14650623	40.6741 N 111.9580 W
SRR14650624	40.6741 N 111.9580 W
SRR14650625	40.6741 N 111.9580 W
SRR14650626	40.6741 N 111.9580 W
SRR14650627	40.6741 N 111.9580 W
SRR14650628	40.6741 N 111.9580 W
SRR14650629	40.6741 N 111.9580 W
SRR14650630	40.6741 N 111.9580 W
SRR14650631	40.6741 N 111.9580 W
SRR14650632	40.6741 N 111.9580 W
SRR14650633	40.6741 N 111.9580 W
SRR14650634	40.6741 N 111.9580 W
SRR14650635	40.6741 N 111.9580 W
SRR14650636	40.6741 N 111.9580 W
SRR14650637	40.6741 N 111.9580 W
SRR14650638	40.6741 N 111.9580 W
SRR14650639	40.6741 N 111.9580 W
SRR14650640	40.6741 N 111.9580 W
SRR14650641	40.6741 N 111.9580 W
SRR14650642	40.6741 N 111.9580 W
SRR14650643	40.6741 N 111.9580 W
SRR14650644	40.6741 N 111.9580 W
SRR14650645	40.6741 N 111.9580 W
SRR14650646	40.6741 N 111.9580 W
SRR14650647	40.6741 N 111.9580 W
SRR14650648	40.6741 N 111.9580 W
SRR14650649	40.6741 N 111.9580 W
SRR14650650	40.6741 N 111.9580 W
SRR14650651	40.6741 N 111.9580 W
SRR14650652	40.6741 N 111.9580 W
SRR14650653	40.6741 N 111.9580 W
SRR14650654	40.6741 N 111.9580 W
SRR14650655	40.6741 N 111.9580 W
SRR14650656	40.6741 N 111.9580 W
SRR14650657	40.6741 N 111.9580 W
SRR14650658	40.6741 N 111.9580 W
SRR14650659	40.6741 N 111.9580 W
SRR14650660	40.6741 N 111.9580 W
SRR14650661	40.6741 N 111.9580 W
SRR14650662	40.6741 N 111.9580 W
SRR14650663	40.6741 N 111.9580 W
SRR14650664	40.6741 N 111.9580 W
SRR14650665	40.6741 N 111.9580 W
SRR14650666	40.6741 N 111.9580 W
SRR14650667	40.6741 N 111.9580 W
SRR14650668	40.6741 N 111.9580 W
SRR14650669	40.6741 N 111.9580 W
SRR14650670	40.6741 N 111.9580 W
SRR14650671	40.6741 N 111.9580 W
SRR14650672	40.6741 N 111.9580 W
SRR14650673	40.6741 N 111.9580 W
SRR14650674	40.6741 N 111.9580 W
SRR14650675	40.6741 N 111.9580 W
SRR14650676	40.6741 N 111.9580 W
SRR14650677	40.6741 N 111.9580 W
SRR14650678	40.6741 N 111.9580 W
SRR14650679	40.6741 N 111.9580 W
SRR14650680	40.6741 N 111.9580 W
SRR14650681	40.6741 N 111.9580 W
SRR14650682	40.6741 N 111.9580 W
SRR14650683	40.6741 N 111.9580 W
SRR14650684	40.6741 N 111.9580 W
SRR14650685	40.6741 N 111.9580 W
SRR14650686	40.6741 N 111.9580 W
SRR14650687	40.6741 N 111.9580 W
SRR14650688	40.6741 N 111.9580 W
SRR14650689	40.6741 N 111.9580 W
SRR14650690	40.6741 N 111.9580 W
SRR14650691	40.6741 N 111.9580 W
SRR14650692	40.6741 N 111.9580 W
SRR14650693	40.6741 N 111.9580 W
SRR14650694	40.6741 N 111.9580 W
SRR14650695	40.6741 N 111.9580 W
SRR14650696	40.6741 N 111.9580 W
SRR14650697	40.6741 N 111.9580 W
SRR14650698	40.6741 N 111.9580 W
SRR14650699	40.6741 N 111.9580 W
SRR14650700	40.6741 N 111.9580 W
SRR14650701	40.6741 N 111.9580 W
SRR14650702	40.6741 N 111.9580 W
SRR14650703	40.6741 N 111.9580 W
SRR14650704	40.6741 N 111.9580 W
SRR14650705	40.6741 N 111.9580 W
SRR14650706	40.6741 N 111.9580 W
SRR14650707	40.6741 N 111.9580 W
SRR14650708	40.6741 N 111.9580 W
SRR14650709	40.6741 N 111.9580 W
SRR14650710	40.6741 N 111.9580 W
SRR14650711	40.6741 N 111.9580 W
SRR14650712	40.6741 N 111.9580 W
SRR14650713	40.6741 N 111.9580 W
SRR14650714	40.6741 N 111.9580 W
SRR14650715	40.6741 N 111.9580 W
SRR14650716	40.6741 N 111.9580 W
SRR14650717	40.6741 N 111.9580 W
SRR14650718	40.6741 N 111.9580 W
SRR14650719	40.6741 N 111.9580 W
SRR14650720	40.6741 N 111.9580 W
SRR14650721	40.6741 N 111.9580 W
SRR14650722	40.6741 N 111.9580 W
SRR14626087	30.267 N 97.743 W
SRR14626088	30.267 N 97.743 W
SRR14626089	30.267 N 97.743 W
SRR14626090	30.267 N 97.743 W
SRR14626091	30.267 N 97.743 W
SRR14626092	30.267 N 97.743 W
SRR14626093	30.267 N 97.743 W
SRR14626094	30.267 N 97.743 W
SRR14626095	30.267 N 97.743 W
SRR14626096	30.267 N 97.743 W
SRR14626097	30.267 N 97.743 W
SRR14626098	30.267 N 97.743 W
SRR14626099	30.267 N 97.743 W
SRR14626100	30.267 N 97.743 W
SRR14626101	30.267 N 97.743 W
SRR14626102	30.267 N 97.743 W
SRR14626103	30.267 N 97.743 W
SRR14626104	30.267 N 97.743 W
SRR14626105	30.267 N 97.743 W
SRR14626106	30.267 N 97.743 W
SRR14626107	30.267 N 97.743 W
SRR14626108	30.267 N 97.743 W
SRR14626109	30.267 N 97.743 W
SRR14626110	30.267 N 97.743 W
SRR14626111	30.267 N 97.743 W
SRR14626112	30.267 N 97.743 W
SRR14626113	30.267 N 97.743 W
SRR14626042	35.0967 N 106.6313 W
SRR14626043	35.0967 N 106.6313 W
SRR14626044	35.0967 N 106.6313 W
SRR14626045	35.0967 N 106.6313 W
SRR14626046	35.0967 N 106.6313 W
SRR14626047	35.0967 N 106.6313 W
SRR14626048	35.0967 N 106.6313 W
SRR14626049	35.0967 N 106.6313 W
SRR14626050	35.0967 N 106.6313 W
SRR14626051	35.0967 N 106.6313 W
SRR14626052	35.0967 N 106.6313 W
SRR14626053	35.0967 N 106.6313 W
SRR14626054	35.0967 N 106.6313 W
SRR14626055	35.0967 N 106.6313 W
SRR14626056	35.0967 N 106.6313 W
SRR14626057	35.0967 N 106.6313 W
SRR14626058	35.0967 N 106.6313 W
SRR14626059	35.0967 N 106.6313 W
SRR14626060	35.0967 N 106.6313 W
SRR14626061	35.0967 N 106.6313 W
SRR14626062	35.0967 N 106.6313 W
SRR14626063	35.0967 N 106.6313 W
SRR14626064	35.0967 N 106.6313 W
SRR14626065	35.0967 N 106.6313 W
SRR14626066	35.0967 N 106.6313 W
SRR14626067	35.0967 N 106.6313 W
SRR14626068	35.0967 N 106.6313 W
SRR14626069	35.0967 N 106.6313 W
SRR14626070	35.0967 N 106.6313 W
SRR14626071	35.0967 N 106.6313 W
SRR14626072	35.0967 N 106.6313 W
SRR14626073	35.0967 N 106.6313 W
SRR14626074	35.0967 N 106.6313 W
SRR14626075	35.0967 N 106.6313 W
SRR14626076	35.0967 N 106.6313 W
SRR14626077	35.0967 N 106.6313 W
SRR14626078	35.0967 N 106.6313 W
SRR14626079	35.0967 N 106.6313 W
SRR14626080	35.0967 N 106.6313 W
SRR14626081	35.0967 N 106.6313 W
SRR14626082	35.0967 N 106.6313 W
SRR14626083	35.0967 N 106.6313 W
SRR14626084	35.0967 N 106.6313 W
SRR14626085	35.0967 N 106.6313 W
SRR14626086	35.0967 N 106.6313 W
SRR14608038	35.0967 N 106.6313 W
SRR14608039	35.0967 N 106.6313 W
SRR14608040	35.0967 N 106.6313 W
SRR14608041	35.0967 N 106.6313 W
