SEQ_TYPE	PRIMER	SEQ_TECH	ACC
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309078
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895594
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895287
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752441
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895067
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531916
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440726
AMPLICON	ARTIC-V3	ILLUMINA	SRR11622050
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894508
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309050
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308267
AMPLICON	ARTIC-V3	ILLUMINA	ERR4249533
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896068
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366741
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529476
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308751
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530271
AMPLICON	ARTIC-V3	ILLUMINA	ERR5229320
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754145
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754878
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896156
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439422
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307457
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753982
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364271
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495689
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693535
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536686
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306659
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308964
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752628
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895742
AMPLICON	ARTIC-V3	ILLUMINA	ERR4759570
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364258
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752243
AMPLICON	ARTIC-V3	ILLUMINA	ERR4241115
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307528
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752526
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495223
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751309
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307923
AMPLICON	ARTIC-V3	ILLUMINA	ERR5276202
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528619
AMPLICON	ARTIC-V3	ILLUMINA	SRR12750974
AMPLICON	ARTIC-V3	ILLUMINA	ERR4892837
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896252
AMPLICON	ARTIC-V3	ILLUMINA	ERR4210121
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440609
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242915
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753880
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754896
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753950
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531248
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754410
AMPLICON	ARTIC-V3	ILLUMINA	SRR11622121
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751570
AMPLICON	ARTIC-V3	ILLUMINA	ERR4666937
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495218
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753931
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309116
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578216
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528388
AMPLICON	ARTIC-V3	ILLUMINA	SRR12693860
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530273
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439269
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308504
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578121
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495342
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755432
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752650
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693979
AMPLICON	ARTIC-V3	ILLUMINA	ERR4692681
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664938
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578080
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895026
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495480
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536958
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531822
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753818
AMPLICON	ARTIC-V3	ILLUMINA	SRR12693795
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751720
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754351
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308488
AMPLICON	ARTIC-V3	ILLUMINA	SRR11915804
AMPLICON	ARTIC-V3	ILLUMINA	SRR12750846
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307296
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537013
AMPLICON	ARTIC-V3	ILLUMINA	SRR11915894
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309421
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537338
AMPLICON	ARTIC-V3	ILLUMINA	SRR12693732
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308122
AMPLICON	ARTIC-V3	ILLUMINA	ERR4204854
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752605
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366542
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366798
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365744
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754067
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751183
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531239
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243002
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753220
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439658
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530504
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242483
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365566
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495280
AMPLICON	ARTIC-V3	ILLUMINA	ERR4692808
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309214
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528760
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665042
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664394
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754169
AMPLICON	ARTIC-V3	ILLUMINA	ERR4209638
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895509
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529437
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537445
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894398
AMPLICON	ARTIC-V3	ILLUMINA	SRR14134997
AMPLICON	ARTIC-V3	ILLUMINA	ERR4758490
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530342
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439377
AMPLICON	ARTIC-V3	ILLUMINA	ERR4758855
AMPLICON	ARTIC-V3	ILLUMINA	SRR12162377
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665428
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531845
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754260
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309253
AMPLICON	ARTIC-V3	ILLUMINA	ERR4667120
AMPLICON	ARTIC-V3	ILLUMINA	ERR4240966
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665564
AMPLICON	ARTIC-V3	ILLUMINA	SRR11622129
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754135
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896170
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308180
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530511
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439589
AMPLICON	ARTIC-V3	ILLUMINA	ERR4248684
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307755
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364536
AMPLICON	ARTIC-V3	ILLUMINA	SRR12750854
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528573
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307495
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366392
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308981
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306367
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308633
AMPLICON	ARTIC-V3	ILLUMINA	ERR4239127
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243845
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751321
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306372
AMPLICON	ARTIC-V3	ILLUMINA	SRR11577994
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755144
AMPLICON	ARTIC-V3	ILLUMINA	ERR4305387
AMPLICON	ARTIC-V3	ILLUMINA	SRR11915772
AMPLICON	ARTIC-V3	ILLUMINA	SRR12750987
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752765
AMPLICON	ARTIC-V3	ILLUMINA	ERR5077107
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495510
AMPLICON	ARTIC-V3	ILLUMINA	ERR4692870
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440104
AMPLICON	ARTIC-V3	ILLUMINA	ERR4209686
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530151
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495775
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755528
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308855
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894223
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751407
AMPLICON	ARTIC-V3	ILLUMINA	ERR4246355
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895215
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751065
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308346
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752203
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366888
AMPLICON	ARTIC-V3	ILLUMINA	SRR12162243
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751345
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894388
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365928
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753117
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363331
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751748
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528781
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529571
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896030
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439378
AMPLICON	ARTIC-V3	ILLUMINA	SRR12694206
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495663
AMPLICON	ARTIC-V3	ILLUMINA	ERR5228741
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308700
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365482
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754531
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243863
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440116
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530704
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366289
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753952
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529542
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363845
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306344
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530274
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309337
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530082
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752763
AMPLICON	ARTIC-V3	ILLUMINA	ERR5271543
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495477
AMPLICON	ARTIC-V3	ILLUMINA	ERR4758129
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895965
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895450
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751923
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895304
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365650
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530806
AMPLICON	ARTIC-V3	ILLUMINA	ERR4555063
AMPLICON	ARTIC-V3	ILLUMINA	SRR12110358
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894566
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531574
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528368
AMPLICON	ARTIC-V3	ILLUMINA	ERR4248754
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753071
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529614
AMPLICON	ARTIC-V3	ILLUMINA	SRR11577982
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894954
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752622
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752159
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242008
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895785
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754091
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665992
AMPLICON	ARTIC-V3	ILLUMINA	ERR5221041
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528159
AMPLICON	ARTIC-V3	ILLUMINA	SRR12694548
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365896
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530093
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421394
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306636
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306603
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894739
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894347
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751155
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895125
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665322
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309105
AMPLICON	ARTIC-V3	ILLUMINA	ERR5212971
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578269
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439765
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366314
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537421
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439946
AMPLICON	ARTIC-V3	ILLUMINA	ERR4240226
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754999
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366240
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528769
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242944
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693520
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529553
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578019
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894334
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363927
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531480
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528355
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752232
AMPLICON	ARTIC-V3	ILLUMINA	ERR4666773
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537295
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752883
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754774
AMPLICON	ARTIC-V3	ILLUMINA	SRR11857966
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895653
AMPLICON	ARTIC-V3	ILLUMINA	ERR4247373
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755533
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363846
AMPLICON	ARTIC-V3	ILLUMINA	ERR4666943
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693103
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528128
AMPLICON	ARTIC-V3	ILLUMINA	ERR4692952
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529569
AMPLICON	ARTIC-V3	ILLUMINA	ERR5240532
AMPLICON	ARTIC-V3	ILLUMINA	SRR11622071
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752749
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753815
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421495
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309087
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529884
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754419
AMPLICON	ARTIC-V3	ILLUMINA	ERR4241844
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531780
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895973
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751200
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365504
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751391
AMPLICON	ARTIC-V3	ILLUMINA	ERR4758599
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306314
AMPLICON	ARTIC-V3	ILLUMINA	SRR14135007
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308827
AMPLICON	ARTIC-V3	ILLUMINA	SRR12994889
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755125
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752343
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495749
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531069
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754142
AMPLICON	ARTIC-V3	ILLUMINA	ERR4694292
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309393
AMPLICON	ARTIC-V3	ILLUMINA	SRR12750991
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365664
AMPLICON	ARTIC-V3	ILLUMINA	ERR4666844
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531078
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528909
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578142
AMPLICON	ARTIC-V3	ILLUMINA	ERR4671711
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306461
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751433
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528538
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530741
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307360
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664697
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693431
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364259
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751947
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664646
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243162
AMPLICON	ARTIC-V3	ILLUMINA	ERR4240409
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308531
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753008
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693918
AMPLICON	ARTIC-V3	ILLUMINA	ERR4241152
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753189
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307123
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530905
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755604
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895879
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308265
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440358
AMPLICON	ARTIC-V3	ILLUMINA	ERR4666976
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751510
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693525
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531444
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754679
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751089
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753337
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531236
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755259
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528783
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754575
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439984
AMPLICON	ARTIC-V3	ILLUMINA	ERR4807887
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896060
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894341
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754001
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365245
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755555
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896162
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894586
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309033
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751348
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495226
AMPLICON	ARTIC-V3	ILLUMINA	ERR4759430
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308953
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751638
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531185
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307629
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529467
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308075
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895414
AMPLICON	ARTIC-V3	ILLUMINA	ERR4759154
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664325
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751654
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307706
AMPLICON	ARTIC-V3	ILLUMINA	ERR4692752
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439555
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753979
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896227
AMPLICON	ARTIC-V3	ILLUMINA	ERR4667156
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894443
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530989
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366918
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754466
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308726
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895052
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243783
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365761
AMPLICON	ARTIC-V3	ILLUMINA	ERR5223353
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531182
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309361
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495515
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307378
AMPLICON	ARTIC-V3	ILLUMINA	ERR4667215
AMPLICON	ARTIC-V3	ILLUMINA	SRR11622171
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529589
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439733
AMPLICON	ARTIC-V3	ILLUMINA	SRR13577843
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495247
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537117
AMPLICON	ARTIC-V3	ILLUMINA	ERR4247280
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528124
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751044
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309291
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309137
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751937
AMPLICON	ARTIC-V3	ILLUMINA	ERR4304906
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421505
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363594
AMPLICON	ARTIC-V3	ILLUMINA	SRR11577882
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439442
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751356
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536842
AMPLICON	ARTIC-V3	ILLUMINA	ERR4241926
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752094
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364427
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895150
AMPLICON	ARTIC-V3	ILLUMINA	ERR5077205
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751006
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309439
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365293
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307605
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528196
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753589
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528593
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752298
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754506
AMPLICON	ARTIC-V3	ILLUMINA	ERR4759959
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364129
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752514
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896139
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308534
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754646
AMPLICON	ARTIC-V3	ILLUMINA	SRR11695915
AMPLICON	ARTIC-V3	ILLUMINA	ERR4694146
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752925
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308942
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364700
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306436
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753968
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309464
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751993
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364223
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752911
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306400
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529655
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531115
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529538
AMPLICON	ARTIC-V3	ILLUMINA	ERR4758319
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895664
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754974
AMPLICON	ARTIC-V3	ILLUMINA	ERR4555308
AMPLICON	ARTIC-V3	ILLUMINA	ERR4759930
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308775
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495751
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751436
AMPLICON	ARTIC-V3	ILLUMINA	ERR4247140
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364860
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531710
