SEQ_TYPE	PRIMER	SEQ_TECH	ACC
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536705
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693385
AMPLICON	ARTIC-V3	ILLUMINA	SRR12694202
AMPLICON	ARTIC-V3	ILLUMINA	ERR4692736
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754098
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495320
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307390
AMPLICON	ARTIC-V3	ILLUMINA	ERR4305523
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495284
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308718
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754956
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306348
AMPLICON	ARTIC-V3	ILLUMINA	ERR4671675
AMPLICON	ARTIC-V3	ILLUMINA	ERR4240994
AMPLICON	ARTIC-V3	ILLUMINA	ERR5500019
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752319
AMPLICON	ARTIC-V3	ILLUMINA	SRR11915896
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894344
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307976
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439769
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752719
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365572
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531864
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242035
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752234
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536806
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307249
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753208
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529411
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537186
AMPLICON	ARTIC-V3	ILLUMINA	ERR5280027
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665899
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307953
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530258
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752700
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530982
AMPLICON	ARTIC-V3	ILLUMINA	SRR12162219
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306371
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366389
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306369
AMPLICON	ARTIC-V3	ILLUMINA	SRR11915927
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529784
AMPLICON	ARTIC-V3	ILLUMINA	ERR4692364
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753467
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307967
AMPLICON	ARTIC-V3	ILLUMINA	ERR4240331
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309002
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894509
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528631
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693930
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531283
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894645
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754443
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531139
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755103
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895158
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537168
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754216
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752585
AMPLICON	ARTIC-V3	ILLUMINA	SRR12162230
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308854
AMPLICON	ARTIC-V3	ILLUMINA	SRR11916011
AMPLICON	ARTIC-V3	ILLUMINA	SRR12780197
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309475
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528880
AMPLICON	ARTIC-V3	ILLUMINA	ERR4759758
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755592
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421396
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753689
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536984
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537182
AMPLICON	ARTIC-V3	ILLUMINA	ERR4247692
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495192
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896136
AMPLICON	ARTIC-V3	ILLUMINA	SRR11915897
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529674
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896296
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752469
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530793
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366303
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308410
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306798
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894563
AMPLICON	ARTIC-V3	ILLUMINA	ERR4305945
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755297
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754542
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751855
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894646
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307651
AMPLICON	ARTIC-V3	ILLUMINA	SRR11915978
AMPLICON	ARTIC-V3	ILLUMINA	SRR12162315
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528252
AMPLICON	ARTIC-V3	ILLUMINA	ERR4694367
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754220
AMPLICON	ARTIC-V3	ILLUMINA	ERR4305416
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894227
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751310
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754470
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754310
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306474
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307295
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243346
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529716
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754291
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307980
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528804
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755378
AMPLICON	ARTIC-V3	ILLUMINA	ERR4246644
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755493
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308844
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528285
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754006
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894717
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751178
AMPLICON	ARTIC-V3	ILLUMINA	ERR4240498
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363445
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307619
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531487
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306444
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753623
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528643
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306418
AMPLICON	ARTIC-V3	ILLUMINA	SRR12185941
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421389
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751717
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530656
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528865
AMPLICON	ARTIC-V3	ILLUMINA	ERR5276097
AMPLICON	ARTIC-V3	ILLUMINA	ERR4304942
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307571
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752886
AMPLICON	ARTIC-V3	ILLUMINA	ERR5077570
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530909
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495360
AMPLICON	ARTIC-V3	ILLUMINA	ERR4249327
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307243
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894785
AMPLICON	ARTIC-V3	ILLUMINA	SRR11622068
AMPLICON	ARTIC-V3	ILLUMINA	SRR11695911
AMPLICON	ARTIC-V3	ILLUMINA	ERR4305877
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528405
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537402
AMPLICON	ARTIC-V3	ILLUMINA	ERR4667429
AMPLICON	ARTIC-V3	ILLUMINA	SRR11622073
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529671
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754113
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693917
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665098
AMPLICON	ARTIC-V3	ILLUMINA	SRR12694244
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530910
AMPLICON	ARTIC-V3	ILLUMINA	ERR4240463
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752736
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529733
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531913
AMPLICON	ARTIC-V3	ILLUMINA	ERR4692570
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365407
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536694
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309167
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755367
AMPLICON	ARTIC-V3	ILLUMINA	ERR5197451
AMPLICON	ARTIC-V3	ILLUMINA	ERR4758271
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578150
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363465
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895170
AMPLICON	ARTIC-V3	ILLUMINA	ERR4759504
AMPLICON	ARTIC-V3	ILLUMINA	SRR11577900
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537511
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529905
AMPLICON	ARTIC-V3	ILLUMINA	ERR4247615
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693410
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895808
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308588
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753018
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530611
AMPLICON	ARTIC-V3	ILLUMINA	ERR4239083
AMPLICON	ARTIC-V3	ILLUMINA	ERR5215956
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531467
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309295
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751963
AMPLICON	ARTIC-V3	ILLUMINA	SRR11965891
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693026
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495575
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753116
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754622
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364576
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528216
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439841
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752017
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753614
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754078
AMPLICON	ARTIC-V3	ILLUMINA	ERR4246723
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309209
AMPLICON	ARTIC-V3	ILLUMINA	SRR12750793
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752384
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753118
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308032
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754924
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306394
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531202
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307042
AMPLICON	ARTIC-V3	ILLUMINA	SRR12995047
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306255
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495272
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537213
AMPLICON	ARTIC-V3	ILLUMINA	ERR4671569
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751849
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309324
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752919
AMPLICON	ARTIC-V3	ILLUMINA	SRR12162312
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752855
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421520
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440052
AMPLICON	ARTIC-V3	ILLUMINA	ERR4243846
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693253
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755376
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439246
AMPLICON	ARTIC-V3	ILLUMINA	SRR12694544
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754223
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755621
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752565
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309448
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753309
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309223
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895236
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753603
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754003
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894889
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529753
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665378
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664585
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529613
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693361
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664670
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755370
AMPLICON	ARTIC-V3	ILLUMINA	ERR4660014
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495335
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578249
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895349
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308003
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753101
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578295
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894829
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421515
AMPLICON	ARTIC-V3	ILLUMINA	ERR4241773
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308703
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896121
AMPLICON	ARTIC-V3	ILLUMINA	ERR4304983
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531797
AMPLICON	ARTIC-V3	ILLUMINA	ERR4692658
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421539
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754190
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753218
AMPLICON	ARTIC-V3	ILLUMINA	ERR4667191
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755485
AMPLICON	ARTIC-V3	ILLUMINA	ERR4304965
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306457
AMPLICON	ARTIC-V3	ILLUMINA	ERR4249498
AMPLICON	ARTIC-V3	ILLUMINA	ERR4692996
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528205
AMPLICON	ARTIC-V3	ILLUMINA	SRR12780228
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365538
AMPLICON	ARTIC-V3	ILLUMINA	SRR12017043
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530213
AMPLICON	ARTIC-V3	ILLUMINA	ERR4305618
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528233
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537448
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309166
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306815
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755561
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537205
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307896
AMPLICON	ARTIC-V3	ILLUMINA	SRR12162292
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755396
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755214
AMPLICON	ARTIC-V3	ILLUMINA	ERR4247802
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365821
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754188
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308018
AMPLICON	ARTIC-V3	ILLUMINA	ERR4758738
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365455
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895372
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894689
AMPLICON	ARTIC-V3	ILLUMINA	SRR12994887
AMPLICON	ARTIC-V3	ILLUMINA	SRR12162329
AMPLICON	ARTIC-V3	ILLUMINA	SRR11622211
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664279
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894263
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366802
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309284
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894576
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536947
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495746
AMPLICON	ARTIC-V3	ILLUMINA	ERR4242790
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528511
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366851
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306933
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306570
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309477
AMPLICON	ARTIC-V3	ILLUMINA	ERR4667613
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755369
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531713
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307438
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531272
AMPLICON	ARTIC-V3	ILLUMINA	ERR4667142
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307398
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531068
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896092
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751466
AMPLICON	ARTIC-V3	ILLUMINA	ERR4249117
AMPLICON	ARTIC-V3	ILLUMINA	SRR11965887
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896127
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529666
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896196
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531195
AMPLICON	ARTIC-V3	ILLUMINA	ERR4694491
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440360
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421502
AMPLICON	ARTIC-V3	ILLUMINA	SRR12694563
AMPLICON	ARTIC-V3	ILLUMINA	ERR4209795
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531260
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307384
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751607
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895928
AMPLICON	ARTIC-V3	ILLUMINA	ERR4247395
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365673
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307678
AMPLICON	ARTIC-V3	ILLUMINA	SRR12162299
AMPLICON	ARTIC-V3	ILLUMINA	ERR4209148
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751787
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753300
AMPLICON	ARTIC-V3	ILLUMINA	SRR11695894
AMPLICON	ARTIC-V3	ILLUMINA	SRR11622023
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664317
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751349
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753714
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528260
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307914
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664582
AMPLICON	ARTIC-V3	ILLUMINA	SRR12780186
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537510
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306499
AMPLICON	ARTIC-V3	ILLUMINA	SRR11577896
AMPLICON	ARTIC-V3	ILLUMINA	SRR11622084
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894682
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894354
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421467
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307691
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528642
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528824
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753409
AMPLICON	ARTIC-V3	ILLUMINA	ERR4759202
AMPLICON	ARTIC-V3	ILLUMINA	SRR11578312
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537527
AMPLICON	ARTIC-V3	ILLUMINA	ERR4671528
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895264
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366869
AMPLICON	ARTIC-V3	ILLUMINA	SRR11965930
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753799
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421483
AMPLICON	ARTIC-V3	ILLUMINA	ERR4439648
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531476
AMPLICON	ARTIC-V3	ILLUMINA	ERR4665310
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308739
AMPLICON	ARTIC-V3	ILLUMINA	SRR12896101
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537108
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309388
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693442
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531772
AMPLICON	ARTIC-V3	ILLUMINA	ERR4305588
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530210
AMPLICON	ARTIC-V3	ILLUMINA	ERR4309154
AMPLICON	ARTIC-V3	ILLUMINA	SRR11915950
AMPLICON	ARTIC-V3	ILLUMINA	ERR4664826
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307134
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421513
AMPLICON	ARTIC-V3	ILLUMINA	ERR5213180
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754288
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366382
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366519
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751779
AMPLICON	ARTIC-V3	ILLUMINA	SRR12751504
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537405
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308628
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308891
AMPLICON	ARTIC-V3	ILLUMINA	SRR12536980
AMPLICON	ARTIC-V3	ILLUMINA	ERR4758476
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528175
AMPLICON	ARTIC-V3	ILLUMINA	SRR12531844
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440487
AMPLICON	ARTIC-V3	ILLUMINA	SRR12694600
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530379
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528752
AMPLICON	ARTIC-V3	ILLUMINA	SRR13579481
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754660
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366791
AMPLICON	ARTIC-V3	ILLUMINA	ERR4365444
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895195
AMPLICON	ARTIC-V3	ILLUMINA	ERR4246436
AMPLICON	ARTIC-V3	ILLUMINA	ERR4239444
AMPLICON	ARTIC-V3	ILLUMINA	SRR12529549
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754568
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495465
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754749
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537091
AMPLICON	ARTIC-V3	ILLUMINA	ERR4693477
AMPLICON	ARTIC-V3	ILLUMINA	ERR4667085
AMPLICON	ARTIC-V3	ILLUMINA	ERR4247456
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308162
AMPLICON	ARTIC-V3	ILLUMINA	ERR4241571
AMPLICON	ARTIC-V3	ILLUMINA	SRR12754040
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363856
AMPLICON	ARTIC-V3	ILLUMINA	ERR4366698
AMPLICON	ARTIC-V3	ILLUMINA	SRR12537262
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308077
AMPLICON	ARTIC-V3	ILLUMINA	ERR4249579
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364156
AMPLICON	ARTIC-V3	ILLUMINA	SRR11915805
AMPLICON	ARTIC-V3	ILLUMINA	SRR12291555
AMPLICON	ARTIC-V3	ILLUMINA	ERR4758183
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308781
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895184
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752116
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755116
AMPLICON	ARTIC-V3	ILLUMINA	SRR12753542
AMPLICON	ARTIC-V3	ILLUMINA	ERR4440046
AMPLICON	ARTIC-V3	ILLUMINA	ERR4495635
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752802
AMPLICON	ARTIC-V3	ILLUMINA	ERR4308759
AMPLICON	ARTIC-V3	ILLUMINA	SRR12693987
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364818
AMPLICON	ARTIC-V3	ILLUMINA	SRR12530142
AMPLICON	ARTIC-V3	ILLUMINA	ERR4671571
AMPLICON	ARTIC-V3	ILLUMINA	ERR4363355
AMPLICON	ARTIC-V3	ILLUMINA	SRR12894580
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895643
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364543
AMPLICON	ARTIC-V3	ILLUMINA	SRR12528440
AMPLICON	ARTIC-V3	ILLUMINA	ERR4666917
AMPLICON	ARTIC-V3	ILLUMINA	ERR4307587
AMPLICON	ARTIC-V3	ILLUMINA	ERR4421380
AMPLICON	ARTIC-V3	ILLUMINA	SRR12755466
AMPLICON	ARTIC-V3	ILLUMINA	SRR12185997
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306506
AMPLICON	ARTIC-V3	ILLUMINA	ERR4306366
AMPLICON	ARTIC-V3	ILLUMINA	SRR12694593
AMPLICON	ARTIC-V3	ILLUMINA	ERR5288095
AMPLICON	ARTIC-V3	ILLUMINA	ERR4364102
AMPLICON	ARTIC-V3	ILLUMINA	SRR12693821
AMPLICON	ARTIC-V3	ILLUMINA	SRR12895354
AMPLICON	ARTIC-V3	ILLUMINA	SRR12752320
