ACC	GISAID
SRR14475640	EPI_ISL_1278872
SRR14475641	EPI_ISL_1435646
SRR14475642	EPI_ISL_1278560
SRR14475643	EPI_ISL_1278559
SRR14475644	EPI_ISL_1656512
SRR14475645	EPI_ISL_1278434
SRR14475646	EPI_ISL_1278400
SRR14475647	EPI_ISL_1278558
SRR14475648	EPI_ISL_1278444
SRR14475649	EPI_ISL_1425025
SRR14475650	EPI_ISL_1278899
SRR14475651	EPI_ISL_1424979
SRR14475652	EPI_ISL_1278842
SRR14475653	EPI_ISL_1278848
SRR14475654	EPI_ISL_1278463
SRR14475655	EPI_ISL_1278474
SRR14475656	EPI_ISL_1278457
SRR14475657	EPI_ISL_1278870
SRR14475658	EPI_ISL_1278557
SRR14475659	EPI_ISL_1278501
SRR14475660	EPI_ISL_1278407
SRR14475661	EPI_ISL_1278410
SRR14475662	EPI_ISL_1278459
SRR14475663	EPI_ISL_1656494
SRR14475664	EPI_ISL_1278756
SRR14475665	EPI_ISL_1278755
SRR14475666	EPI_ISL_1278396
SRR14475667	EPI_ISL_1278754
SRR14475668	EPI_ISL_1278441
SRR14475669	EPI_ISL_1278753
SRR14475670	EPI_ISL_1278752
SRR14475671	EPI_ISL_1278399
SRR14475672	EPI_ISL_1278934
SRR14475673	EPI_ISL_1278933
SRR14475674	EPI_ISL_1278751
SRR14475675	EPI_ISL_1278750
SRR14475676	EPI_ISL_1278749
SRR14475677	EPI_ISL_1278748
SRR14475678	EPI_ISL_1278747
SRR14475679	EPI_ISL_1278898
SRR14475680	EPI_ISL_1278746
SRR14475681	EPI_ISL_1278745
SRR14475682	EPI_ISL_1278819
SRR14475683	EPI_ISL_1278744
SRR14475684	EPI_ISL_1278511
SRR14475685	EPI_ISL_1278743
SRR14475686	EPI_ISL_1278376
SRR14475687	EPI_ISL_1278742
SRR14475688	EPI_ISL_1656495
SRR14475689	EPI_ISL_1278894
SRR14475690	EPI_ISL_1278425
SRR14475691	EPI_ISL_1278540
SRR14475692	EPI_ISL_1278932
SRR14475693	EPI_ISL_1278881
SRR14475694	EPI_ISL_1278741
SRR14475695	EPI_ISL_1435655
SRR14475696	EPI_ISL_1278740
SRR14475697	EPI_ISL_1278739
SRR14475698	EPI_ISL_1278518
SRR14475699	EPI_ISL_1278507
SRR14475700	EPI_ISL_1425072
SRR14475701	EPI_ISL_1278795
SRR14475702	EPI_ISL_1656481
SRR14475703	EPI_ISL_1278827
SRR14475704	EPI_ISL_1278663
SRR14475705	EPI_ISL_1278606
SRR14475706	EPI_ISL_1278826
SRR14475707	EPI_ISL_1278605
SRR14475708	EPI_ISL_1278604
SRR14475709	EPI_ISL_1278603
SRR14475710	EPI_ISL_1278602
SRR14475711	EPI_ISL_1278601
SRR14475712	EPI_ISL_1278600
SRR14475713	EPI_ISL_1278599
SRR14475714	EPI_ISL_1278598
SRR14475715	EPI_ISL_1278662
SRR14475716	EPI_ISL_1278895
SRR14475717	EPI_ISL_1278597
SRR14475718	EPI_ISL_1425023
SRR14475719	EPI_ISL_1425022
SRR14475720	EPI_ISL_1425021
SRR14475721	EPI_ISL_1425020
SRR14475722	EPI_ISL_1656498
SRR14475723	EPI_ISL_1425019
SRR14475724	EPI_ISL_1425018
SRR14475725	EPI_ISL_1425017
SRR14475726	EPI_ISL_1425016
SRR14475727	EPI_ISL_1278661
SRR14475728	EPI_ISL_1425015
SRR14475729	EPI_ISL_1425014
SRR14475730	EPI_ISL_1656505
SRR14475731	EPI_ISL_1425013
SRR14475732	EPI_ISL_1425012
SRR14475733	EPI_ISL_1425011
SRR14475734	EPI_ISL_1425010
SRR14475735	EPI_ISL_1425009
SRR14475736	EPI_ISL_1425008
SRR14475737	EPI_ISL_1425007
SRR14475738	EPI_ISL_1278515
SRR14475739	EPI_ISL_1425006
SRR14475740	EPI_ISL_1425005
SRR14475741	EPI_ISL_1425004
SRR14475742	EPI_ISL_1425003
SRR14475743	EPI_ISL_1278704
SRR14475744	EPI_ISL_1278703
SRR14475745	EPI_ISL_1278702
SRR14475746	EPI_ISL_1278525
SRR14475747	EPI_ISL_1278701
SRR14475748	EPI_ISL_1278700
SRR14475749	EPI_ISL_1278913
SRR14475750	EPI_ISL_1656516
SRR14475751	EPI_ISL_1278880
SRR14475752	EPI_ISL_1278699
SRR14475753	EPI_ISL_1278517
SRR14475754	EPI_ISL_1278453
SRR14475755	EPI_ISL_1278698
SRR14475756	EPI_ISL_1278878
SRR14475757	EPI_ISL_1278596
SRR14475758	EPI_ISL_1278404
SRR14475759	EPI_ISL_1278595
SRR14475760	EPI_ISL_1278912
SRR14475761	EPI_ISL_1278867
SRR14475762	EPI_ISL_1278594
SRR14475763	EPI_ISL_1278412
SRR14475764	EPI_ISL_1656487
SRR14475765	EPI_ISL_1278419
SRR14475766	EPI_ISL_1278697
SRR14475767	EPI_ISL_1278818
SRR14475768	EPI_ISL_1278864
SRR14475769	EPI_ISL_1278696
SRR14475770	EPI_ISL_1278424
SRR14475771	EPI_ISL_1278908
SRR14475772	EPI_ISL_1278593
SRR14475773	EPI_ISL_1278695
SRR14475774	EPI_ISL_1278694
SRR14475775	EPI_ISL_1425002
SRR14475776	EPI_ISL_1278693
SRR14475777	EPI_ISL_1278692
SRR14475778	EPI_ISL_1278490
SRR14475779	EPI_ISL_1656482
SRR14475780	EPI_ISL_1278658
SRR14475781	EPI_ISL_1278401
SRR14475782	EPI_ISL_1278438
SRR14475783	EPI_ISL_1278657
SRR14475784	EPI_ISL_1278446
SRR14475785	EPI_ISL_1278656
SRR14475786	EPI_ISL_1278655
SRR14475787	EPI_ISL_1278654
SRR14475788	EPI_ISL_1278653
SRR14475789	EPI_ISL_1278905
SRR14475790	EPI_ISL_1278652
SRR14475791	EPI_ISL_1278651
SRR14475792	EPI_ISL_1278650
SRR14475793	EPI_ISL_1278431
SRR14475794	EPI_ISL_1278649
SRR14475795	EPI_ISL_1278648
SRR14475796	EPI_ISL_1278647
SRR14475797	EPI_ISL_1278646
SRR14475798	EPI_ISL_1278645
SRR14475799	EPI_ISL_1278644
SRR14475800	EPI_ISL_1278643
SRR14475801	EPI_ISL_1278911
SRR14475802	EPI_ISL_1278642
SRR14475803	EPI_ISL_1278499
SRR14475804	EPI_ISL_1278430
SRR14475805	EPI_ISL_1278641
SRR14475806	EPI_ISL_1278640
SRR14475807	EPI_ISL_1278639
SRR14475808	EPI_ISL_1278638
SRR14475809	EPI_ISL_1278637
SRR14475810	EPI_ISL_1278636
SRR14475811	EPI_ISL_1278635
SRR14475812	EPI_ISL_1278833
SRR14475813	EPI_ISL_1278634
SRR14475814	EPI_ISL_1278633
SRR14475815	EPI_ISL_1278519
SRR14475816	EPI_ISL_1278632
SRR14475817	EPI_ISL_1656479
SRR14475818	EPI_ISL_1278631
SRR14475819	EPI_ISL_1278630
SRR14475820	EPI_ISL_1278629
SRR14475821	EPI_ISL_1278928
SRR14475822	EPI_ISL_1278628
SRR14475823	EPI_ISL_1278510
SRR14475824	EPI_ISL_1278835
SRR14475825	EPI_ISL_1656513
SRR14475826	EPI_ISL_1656501
SRR14475827	EPI_ISL_1278495
SRR14475828	EPI_ISL_1278374
SRR14475829	EPI_ISL_1656497
SRR14475830	EPI_ISL_1278874
SRR14475831	EPI_ISL_1278836
SRR14475832	EPI_ISL_1278555
SRR14475833	EPI_ISL_1278877
SRR14475834	EPI_ISL_1278469
SRR14475835	EPI_ISL_1278466
SRR14475836	EPI_ISL_1278397
SRR14475837	EPI_ISL_1278858
SRR14475838	EPI_ISL_1278554
SRR14475839	EPI_ISL_1278479
SRR14475840	EPI_ISL_1278455
SRR14475841	EPI_ISL_1278553
SRR14475842	EPI_ISL_1278850
SRR14475843	EPI_ISL_1278860
SRR14475844	EPI_ISL_1278840
SRR14475845	EPI_ISL_1278468
SRR14475846	EPI_ISL_1278493
SRR14475847	EPI_ISL_1278552
SRR14475848	EPI_ISL_1278528
SRR14475849	EPI_ISL_1278447
SRR14475850	EPI_ISL_1278738
SRR14475851	EPI_ISL_1278448
SRR14475852	EPI_ISL_1425071
SRR14475853	EPI_ISL_1278831
SRR14475854	EPI_ISL_1278884
SRR14475855	EPI_ISL_1425070
SRR14475856	EPI_ISL_1278737
SRR14475857	EPI_ISL_1278736
SRR14475858	EPI_ISL_1425069
SRR14475859	EPI_ISL_1278816
SRR14475860	EPI_ISL_1278815
SRR14475861	EPI_ISL_1278915
SRR14475862	EPI_ISL_1278551
SRR14475863	EPI_ISL_1425024
SRR14475864	EPI_ISL_1278914
SRR14475865	EPI_ISL_1278814
SRR14475866	EPI_ISL_1278735
SRR14475867	EPI_ISL_1278544
SRR14475868	EPI_ISL_1435662
SRR14475869	EPI_ISL_1425068
SRR14475870	EPI_ISL_1278813
SRR14475871	EPI_ISL_1656502
SRR14475872	EPI_ISL_1278812
SRR14475873	EPI_ISL_1424885
SRR14475874	EPI_ISL_1278488
SRR14475875	EPI_ISL_1425067
SRR14475876	EPI_ISL_1425066
SRR14475877	EPI_ISL_1278811
SRR14475878	EPI_ISL_1278810
SRR14475879	EPI_ISL_1425065
SRR14475880	EPI_ISL_1425064
SRR14475881	EPI_ISL_1278942
SRR14475882	EPI_ISL_1278498
SRR14475883	EPI_ISL_1435660
SRR14475884	EPI_ISL_1656483
SRR14475885	EPI_ISL_1656511
SRR14475886	EPI_ISL_1425063
SRR14475887	EPI_ISL_1278450
SRR14475888	EPI_ISL_1278527
SRR14475889	EPI_ISL_1656515
SRR14475890	EPI_ISL_1656477
SRR14475891	EPI_ISL_1656503
SRR14473031	EPI_ISL_1629795
SRR14473032	EPI_ISL_1629787
SRR14473033	EPI_ISL_1629764
SRR14473034	EPI_ISL_1629795
SRR14473035	EPI_ISL_1629792
SRR14473036	EPI_ISL_1629792
SRR14473037	EPI_ISL_1629790
SRR14473038	EPI_ISL_1629790
SRR14473039	EPI_ISL_1629788
SRR14473040	EPI_ISL_1629807
SRR14473041	EPI_ISL_1629788
SRR14473042	EPI_ISL_1629807
SRR14473043	EPI_ISL_1629806
SRR14473044	EPI_ISL_1629806
SRR14473045	EPI_ISL_1629805
SRR14473046	EPI_ISL_1629805
SRR14473047	EPI_ISL_1629804
SRR14473048	EPI_ISL_1629804
SRR14473049	EPI_ISL_1629803
SRR14473050	EPI_ISL_1629803
SRR14473051	EPI_ISL_1629802
SRR14473052	EPI_ISL_1629787
SRR14473053	EPI_ISL_1629802
SRR14473054	EPI_ISL_1629801
SRR14473055	EPI_ISL_1629801
SRR14473056	EPI_ISL_1629800
SRR14473057	EPI_ISL_1629800
SRR14473058	EPI_ISL_1629799
SRR14473059	EPI_ISL_1629799
SRR14473060	EPI_ISL_1629796
SRR14473061	EPI_ISL_1629796
SRR14401829	EPI_ISL_1789673
SRR13528987	EPI_ISL_586323
SRR13529305	EPI_ISL_586322
SRR13529306	EPI_ISL_586321
SRR13529307	EPI_ISL_586320
SRR13529308	EPI_ISL_586319
SRR13529309	EPI_ISL_586318
SRR13529310	EPI_ISL_586317
SRR13529311	EPI_ISL_593490
SRR13529312	EPI_ISL_591183
SRR13529313	EPI_ISL_586316
SRR13529314	EPI_ISL_586315
SRR13529315	EPI_ISL_586314
SRR13529316	EPI_ISL_591182
SRR13529317	EPI_ISL_586313
SRR13529318	EPI_ISL_586312
SRR13529319	EPI_ISL_586311
SRR13529320	EPI_ISL_586310
SRR13529321	EPI_ISL_586309
SRR13529322	EPI_ISL_586277
SRR13529323	EPI_ISL_586268
SRR13529324	EPI_ISL_586267
SRR13529325	EPI_ISL_586308
SRR13529326	EPI_ISL_586307
SRR13529327	EPI_ISL_586306
SRR13529328	EPI_ISL_586305
SRR13529329	EPI_ISL_586304
SRR13529330	EPI_ISL_586303
SRR13529331	EPI_ISL_586302
SRR13529332	EPI_ISL_586301
SRR13529333	EPI_ISL_586300
SRR13529334	EPI_ISL_586299
SRR13529335	EPI_ISL_586276
SRR13529336	EPI_ISL_586298
SRR13529337	EPI_ISL_586297
SRR13529338	EPI_ISL_586296
SRR13529339	EPI_ISL_586295
SRR13529340	EPI_ISL_586294
SRR13529341	EPI_ISL_586293
SRR13529342	EPI_ISL_586292
SRR13529343	EPI_ISL_591269
SRR13529344	EPI_ISL_586291
SRR13529345	EPI_ISL_586290
SRR13529346	EPI_ISL_586275
SRR13529347	EPI_ISL_586289
SRR13529348	EPI_ISL_586288
SRR13529349	EPI_ISL_586287
SRR13529350	EPI_ISL_586286
SRR13529351	EPI_ISL_586285
SRR13529352	EPI_ISL_586284
SRR13529353	EPI_ISL_586283
SRR13529354	EPI_ISL_591180
SRR13529355	EPI_ISL_586282
SRR13529356	EPI_ISL_586281
SRR13529357	EPI_ISL_586274
SRR13529358	EPI_ISL_586280
SRR13529359	EPI_ISL_586279
SRR13529360	EPI_ISL_463970
SRR13529362	EPI_ISL_593489
SRR13529363	EPI_ISL_593551
SRR13529364	EPI_ISL_593550
SRR13529365	EPI_ISL_593549
SRR13529366	EPI_ISL_593548
SRR13529367	EPI_ISL_593547
SRR13529368	EPI_ISL_586273
SRR13529369	EPI_ISL_593546
SRR13529370	EPI_ISL_593545
SRR13529371	EPI_ISL_593544
SRR13529372	EPI_ISL_593543
SRR13529373	EPI_ISL_593487
SRR13529374	EPI_ISL_593541
SRR13529375	EPI_ISL_593540
SRR13529376	EPI_ISL_593539
SRR13529361	EPI_ISL_586278
SRR13529377	EPI_ISL_593538
SRR13529378	EPI_ISL_593537
SRR13529379	EPI_ISL_586272
SRR13529380	EPI_ISL_586508
SRR13529381	EPI_ISL_586507
SRR13529382	EPI_ISL_593536
SRR13529383	EPI_ISL_586506
SRR13529384	EPI_ISL_586505
SRR13529385	EPI_ISL_591181
SRR13529386	EPI_ISL_586504
SRR13529387	EPI_ISL_591268
SRR13529388	EPI_ISL_591267
SRR13529389	EPI_ISL_586503
SRR13529390	EPI_ISL_586502
SRR13529391	EPI_ISL_586501
SRR13529392	EPI_ISL_586500
SRR13529393	EPI_ISL_593534
SRR13529394	EPI_ISL_586499
SRR13529395	EPI_ISL_586498
SRR13529396	EPI_ISL_591266
SRR13529397	EPI_ISL_591265
SRR13529398	EPI_ISL_591264
SRR13529399	EPI_ISL_586497
SRR13529400	EPI_ISL_586496
SRR13529401	EPI_ISL_586495
SRR13529402	EPI_ISL_586494
SRR13529403	EPI_ISL_586493
SRR13529404	EPI_ISL_593486
SRR13529405	EPI_ISL_586492
SRR13529406	EPI_ISL_586491
SRR13529407	EPI_ISL_586490
SRR13529408	EPI_ISL_591263
SRR13529409	EPI_ISL_591262
SRR13529410	EPI_ISL_586489
SRR13529411	EPI_ISL_591261
SRR13529412	EPI_ISL_591260
SRR13529413	EPI_ISL_591179
SRR13529414	EPI_ISL_586488
SRR13529415	EPI_ISL_593533
SRR13529416	EPI_ISL_586487
SRR13529417	EPI_ISL_586486
SRR13529418	EPI_ISL_586485
SRR13529419	EPI_ISL_586484
SRR13529420	EPI_ISL_586483
SRR13529421	EPI_ISL_586482
SRR13529422	EPI_ISL_591259
SRR13529423	EPI_ISL_586481
SRR13529424	EPI_ISL_591258
SRR13529425	EPI_ISL_586480
SRR13529426	EPI_ISL_593532
SRR13529427	EPI_ISL_586479
SRR13529428	EPI_ISL_586478
SRR13529429	EPI_ISL_586477
SRR13529430	EPI_ISL_586476
SRR13529431	EPI_ISL_586475
SRR13529432	EPI_ISL_586474
SRR13529433	EPI_ISL_591257
SRR13529434	EPI_ISL_586473
SRR13529435	EPI_ISL_591178
SRR13529436	EPI_ISL_591177
SRR13529437	EPI_ISL_593531
SRR13529438	EPI_ISL_591256
SRR13529439	EPI_ISL_586472
SRR13529440	EPI_ISL_586471
SRR13529441	EPI_ISL_591255
SRR13529442	EPI_ISL_586470
SRR13529443	EPI_ISL_591254
SRR13529444	EPI_ISL_586469
SRR13529445	EPI_ISL_591253
SRR13529446	EPI_ISL_586468
SRR13529447	EPI_ISL_591176
SRR13529448	EPI_ISL_593529
SRR13529449	EPI_ISL_591175
SRR13529450	EPI_ISL_586467
SRR13529451	EPI_ISL_591174
SRR13529452	EPI_ISL_591252
SRR13529453	EPI_ISL_591173
SRR13529454	EPI_ISL_586466
SRR13529455	EPI_ISL_591251
SRR13529456	EPI_ISL_591250
SRR13529457	EPI_ISL_586465
SRR13529458	EPI_ISL_586464
SRR13529459	EPI_ISL_593528
SRR13529460	EPI_ISL_591249
SRR13529461	EPI_ISL_591248
SRR13529462	EPI_ISL_586463
SRR13529463	EPI_ISL_586462
SRR13529464	EPI_ISL_591172
SRR13529465	EPI_ISL_591171
SRR13529466	EPI_ISL_586461
SRR13529467	EPI_ISL_586460
SRR13529468	EPI_ISL_586459
SRR13529469	EPI_ISL_591170
SRR13529470	EPI_ISL_593527
SRR13529471	EPI_ISL_591247
SRR13529472	EPI_ISL_586458
SRR13529473	EPI_ISL_591246
SRR13529474	EPI_ISL_591245
SRR13529475	EPI_ISL_591169
SRR13529476	EPI_ISL_591244
SRR13529304	EPI_ISL_586457
SRR13529129	EPI_ISL_591243
SRR13529130	EPI_ISL_586456
SRR13529131	EPI_ISL_591242
SRR13529132	EPI_ISL_593526
SRR13529133	EPI_ISL_586271
SRR13529134	EPI_ISL_591241
SRR13529135	EPI_ISL_586455
SRR13529136	EPI_ISL_586454
SRR13529137	EPI_ISL_586453
SRR13529138	EPI_ISL_591168
SRR13529139	EPI_ISL_591240
SRR13529140	EPI_ISL_586452
SRR13529141	EPI_ISL_591239
SRR13529142	EPI_ISL_463994
SRR13529143	EPI_ISL_586451
SRR13529144	EPI_ISL_593525
SRR13529145	EPI_ISL_586450
SRR13529146	EPI_ISL_591167
SRR13529147	EPI_ISL_591166
SRR13529148	EPI_ISL_591165
SRR13529149	EPI_ISL_591238
SRR13529150	EPI_ISL_591164
SRR13529151	EPI_ISL_591237
SRR13529152	EPI_ISL_586449
SRR13529153	EPI_ISL_591236
SRR13529154	EPI_ISL_591235
SRR13529155	EPI_ISL_593524
SRR13529156	EPI_ISL_591234
SRR13529157	EPI_ISL_591163
SRR13529158	EPI_ISL_586448
SRR13529160	EPI_ISL_586447
SRR13529161	EPI_ISL_591233
SRR13529162	EPI_ISL_591232
SRR13529163	EPI_ISL_591161
SRR13529164	EPI_ISL_591231
SRR13529159	EPI_ISL_591162
SRR13529165	EPI_ISL_591230
SRR13529166	EPI_ISL_593523
SRR13529167	EPI_ISL_586446
SRR13529168	EPI_ISL_591229
SRR13529169	EPI_ISL_586445
SRR13529170	EPI_ISL_591228
SRR13529171	EPI_ISL_591227
SRR13529172	EPI_ISL_586444
SRR13529173	EPI_ISL_586443
SRR13529174	EPI_ISL_586442
SRR13529175	EPI_ISL_591226
SRR13529176	EPI_ISL_586441
SRR13529177	EPI_ISL_593519
SRR13529178	EPI_ISL_591225
SRR13529179	EPI_ISL_591224
SRR13529180	EPI_ISL_591223
SRR13529181	EPI_ISL_591222
SRR13529182	EPI_ISL_586440
SRR13529183	EPI_ISL_591221
SRR13529184	EPI_ISL_591220
SRR13529185	EPI_ISL_586439
SRR13529186	EPI_ISL_591219
SRR13529187	EPI_ISL_591160
SRR13529188	EPI_ISL_593518
SRR13529189	EPI_ISL_591218
SRR13529190	EPI_ISL_586438
SRR13529191	EPI_ISL_591217
SRR13529192	EPI_ISL_591159
SRR13529193	EPI_ISL_591216
SRR13529194	EPI_ISL_591215
SRR13529195	EPI_ISL_591214
SRR13529196	EPI_ISL_586437
SRR13529197	EPI_ISL_586436
SRR13529198	EPI_ISL_586435
SRR13529199	EPI_ISL_593517
SRR13529200	EPI_ISL_591213
SRR13529201	EPI_ISL_591212
SRR13529202	EPI_ISL_591158
SRR13529203	EPI_ISL_591211
SRR13529204	EPI_ISL_586434
SRR13529205	EPI_ISL_586433
SRR13529206	EPI_ISL_586432
SRR13529207	EPI_ISL_586431
SRR13529208	EPI_ISL_591210
SRR13529209	EPI_ISL_591157
SRR13529210	EPI_ISL_593515
SRR13529211	EPI_ISL_591156
SRR13529212	EPI_ISL_591155
SRR13529213	EPI_ISL_591154
SRR13529214	EPI_ISL_586430
SRR13529215	EPI_ISL_591153
SRR13529216	EPI_ISL_591152
SRR13529217	EPI_ISL_591151
SRR13529218	EPI_ISL_591150
SRR13529219	EPI_ISL_591149
SRR13529220	EPI_ISL_591148
SRR13529221	EPI_ISL_593514
SRR13529222	EPI_ISL_591147
SRR13529223	EPI_ISL_591146
SRR13529224	EPI_ISL_591145
SRR13529225	EPI_ISL_586429
SRR13529226	EPI_ISL_591144
SRR13529227	EPI_ISL_591143
SRR13529228	EPI_ISL_591142
SRR13529229	EPI_ISL_591141
SRR13529230	EPI_ISL_591209
SRR13529231	EPI_ISL_593513
SRR13529233	EPI_ISL_463993
SRR13529234	EPI_ISL_586427
SRR13529235	EPI_ISL_463992
SRR13529236	EPI_ISL_586426
SRR13529237	EPI_ISL_586425
SRR13529232	EPI_ISL_586428
SRR13529238	EPI_ISL_463991
SRR13529239	EPI_ISL_586424
SRR13529240	EPI_ISL_586422
SRR13529242	EPI_ISL_586421
SRR13529243	EPI_ISL_593512
SRR13529244	EPI_ISL_586270
SRR13529245	EPI_ISL_586420
SRR13529246	EPI_ISL_586419
SRR13529241	EPI_ISL_586423
SRR13529247	EPI_ISL_586418
SRR13529248	EPI_ISL_463990
SRR13529249	EPI_ISL_463989
SRR13529251	EPI_ISL_586416
SRR13529252	EPI_ISL_463988
SRR13529253	EPI_ISL_586415
SRR13529254	EPI_ISL_463987
SRR13529255	EPI_ISL_593511
SRR13529256	EPI_ISL_586414
SRR13529257	EPI_ISL_586413
SRR13529258	EPI_ISL_586412
SRR13529259	EPI_ISL_463986
SRR13529260	EPI_ISL_586411
SRR13529261	EPI_ISL_586410
SRR13529262	EPI_ISL_586409
SRR13529263	EPI_ISL_463985
SRR13529264	EPI_ISL_463984
SRR13529265	EPI_ISL_586408
SRR13529266	EPI_ISL_593509
SRR13529267	EPI_ISL_591140
SRR13529268	EPI_ISL_591139
SRR13529269	EPI_ISL_591138
SRR13529250	EPI_ISL_586417
SRR13529270	EPI_ISL_591137
SRR13529271	EPI_ISL_591136
SRR13529272	EPI_ISL_586407
SRR13529273	EPI_ISL_591135
SRR13529274	EPI_ISL_591134
SRR13529275	EPI_ISL_586406
SRR13529276	EPI_ISL_586405
SRR13529277	EPI_ISL_593508
SRR13529278	EPI_ISL_586404
SRR13529279	EPI_ISL_463983
SRR13529280	EPI_ISL_463982
SRR13529281	EPI_ISL_586403
SRR13529282	EPI_ISL_591133
SRR13529283	EPI_ISL_586402
SRR13529284	EPI_ISL_591132
SRR13529285	EPI_ISL_586401
SRR13529286	EPI_ISL_586400
SRR13529287	EPI_ISL_463981
SRR13529288	EPI_ISL_593483
SRR13529289	EPI_ISL_586399
SRR13529290	EPI_ISL_586398
SRR13529291	EPI_ISL_586397
SRR13529292	EPI_ISL_591131
SRR13529293	EPI_ISL_586396
SRR13529294	EPI_ISL_591130
SRR13529295	EPI_ISL_586395
SRR13529296	EPI_ISL_463980
SRR13529297	EPI_ISL_586394
SRR13529298	EPI_ISL_586393
SRR13529299	EPI_ISL_593507
SRR13529300	EPI_ISL_586392
SRR13529301	EPI_ISL_586391
SRR13529302	EPI_ISL_463979
SRR13529303	EPI_ISL_463978
SRR13528985	EPI_ISL_586390
SRR13528986	EPI_ISL_463977
SRR13528988	EPI_ISL_463976
SRR13528989	EPI_ISL_591128
SRR13528990	EPI_ISL_591127
SRR13528991	EPI_ISL_593506
SRR13528992	EPI_ISL_586389
SRR13528993	EPI_ISL_586388
SRR13528994	EPI_ISL_463975
SRR13528995	EPI_ISL_591208
SRR13528996	EPI_ISL_591126
SRR13528997	EPI_ISL_591125
SRR13528998	EPI_ISL_586387
SRR13528999	EPI_ISL_586386
SRR13529000	EPI_ISL_586385
SRR13529001	EPI_ISL_586384
SRR13529002	EPI_ISL_593504
SRR13529003	EPI_ISL_586383
SRR13529004	EPI_ISL_586382
SRR13529005	EPI_ISL_586381
SRR13529006	EPI_ISL_463974
SRR13529007	EPI_ISL_586380
SRR13529008	EPI_ISL_463973
SRR13529009	EPI_ISL_591124
SRR13529010	EPI_ISL_591123
SRR13529011	EPI_ISL_586379
SRR13529012	EPI_ISL_586378
SRR13529013	EPI_ISL_593502
SRR13529014	EPI_ISL_591122
SRR13529015	EPI_ISL_586377
SRR13529128	EPI_ISL_591129
SRR13529016	EPI_ISL_586376
SRR13529017	EPI_ISL_586375
SRR13529018	EPI_ISL_591121
SRR13529019	EPI_ISL_463972
SRR13529020	EPI_ISL_586374
SRR13529021	EPI_ISL_586373
SRR13529022	EPI_ISL_586372
SRR13529023	EPI_ISL_591120
SRR13529024	EPI_ISL_593501
SRR13529025	EPI_ISL_586371
SRR13529026	EPI_ISL_586370
SRR13529027	EPI_ISL_591119
SRR13529028	EPI_ISL_591118
SRR13529029	EPI_ISL_586369
SRR13529030	EPI_ISL_586368
SRR13529031	EPI_ISL_586367
SRR13529032	EPI_ISL_586366
SRR13529033	EPI_ISL_586365
SRR13529034	EPI_ISL_586364
SRR13529035	EPI_ISL_593499
SRR13529036	EPI_ISL_586269
SRR13529037	EPI_ISL_586363
SRR13529038	EPI_ISL_586362
SRR13529039	EPI_ISL_586361
SRR13529040	EPI_ISL_586360
SRR13529041	EPI_ISL_591117
SRR13529042	EPI_ISL_591116
SRR13529043	EPI_ISL_591115
SRR13529044	EPI_ISL_591114
SRR13529045	EPI_ISL_591113
SRR13529046	EPI_ISL_591112
SRR13529047	EPI_ISL_593498
SRR13529048	EPI_ISL_591111
SRR13529049	EPI_ISL_591110
SRR13529050	EPI_ISL_591109
SRR13529051	EPI_ISL_591108
SRR13529052	EPI_ISL_591107
SRR13529053	EPI_ISL_591106
SRR13529054	EPI_ISL_586359
SRR13529055	EPI_ISL_591105
SRR13529056	EPI_ISL_591104
SRR13529057	EPI_ISL_591103
SRR13529058	EPI_ISL_593497
SRR13529059	EPI_ISL_591207
SRR13529060	EPI_ISL_591102
SRR13529061	EPI_ISL_591206
SRR13529062	EPI_ISL_591205
SRR13529063	EPI_ISL_591204
SRR13529064	EPI_ISL_591203
SRR13529065	EPI_ISL_591202
SRR13529066	EPI_ISL_586358
SRR13529067	EPI_ISL_591201
SRR13529068	EPI_ISL_591200
SRR13529069	EPI_ISL_593496
SRR13529070	EPI_ISL_591199
SRR13529071	EPI_ISL_591198
SRR13529072	EPI_ISL_591197
SRR13529073	EPI_ISL_591196
SRR13529074	EPI_ISL_591195
SRR13529075	EPI_ISL_591194
SRR13529076	EPI_ISL_591101
SRR13529077	EPI_ISL_591100
SRR13529078	EPI_ISL_591193
SRR13529079	EPI_ISL_591192
SRR13529080	EPI_ISL_593495
SRR13529081	EPI_ISL_591191
SRR13529082	EPI_ISL_591190
SRR13529083	EPI_ISL_591189
SRR13529084	EPI_ISL_591188
SRR13529085	EPI_ISL_591187
SRR13529086	EPI_ISL_591186
SRR13529087	EPI_ISL_591185
SRR13529088	EPI_ISL_586357
SRR13529089	EPI_ISL_586356
SRR13529090	EPI_ISL_586355
SRR13529091	EPI_ISL_593494
SRR13529092	EPI_ISL_586354
SRR13529093	EPI_ISL_586353
SRR13529094	EPI_ISL_586352
SRR13529095	EPI_ISL_586351
SRR13529096	EPI_ISL_586350
SRR13529097	EPI_ISL_586349
SRR13529098	EPI_ISL_586348
SRR13529099	EPI_ISL_586347
SRR13529100	EPI_ISL_586346
SRR13529101	EPI_ISL_586345
SRR13529102	EPI_ISL_593493
SRR13529103	EPI_ISL_586344
SRR13529104	EPI_ISL_586343
SRR13529105	EPI_ISL_463971
SRR13529106	EPI_ISL_586342
SRR13529107	EPI_ISL_586341
SRR13529108	EPI_ISL_586340
SRR13529109	EPI_ISL_586339
SRR13529110	EPI_ISL_586338
SRR13529111	EPI_ISL_586337
SRR13529112	EPI_ISL_586336
