ACC	GISAID
SRR13529113	EPI_ISL_593492
SRR13529114	EPI_ISL_586335
SRR13529115	EPI_ISL_586334
SRR13529116	EPI_ISL_586333
SRR13529117	EPI_ISL_586332
SRR13529118	EPI_ISL_586331
SRR13529119	EPI_ISL_586330
SRR13529120	EPI_ISL_591184
SRR13529121	EPI_ISL_586329
SRR13529122	EPI_ISL_586328
SRR13529123	EPI_ISL_586327
SRR13529124	EPI_ISL_593491
SRR13529125	EPI_ISL_586326
SRR13529126	EPI_ISL_586325
SRR13529127	EPI_ISL_586324
SRR12380021	EPI_ISL_451422
SRR12380022	EPI_ISL_451421
SRR12380023	EPI_ISL_424947
SRR12380024	EPI_ISL_451420
SRR12380025	EPI_ISL_451419
SRR12380026	EPI_ISL_451418
SRR12380027	EPI_ISL_451417
SRR12380028	EPI_ISL_451416
SRR12380029	EPI_ISL_451415
SRR12380030	EPI_ISL_420586
SRR12380031	EPI_ISL_418192
SRR12380032	EPI_ISL_451414
SRR12380033	EPI_ISL_451413
SRR12380034	EPI_ISL_418199
SRR12380035	EPI_ISL_444670
SRR12380037	EPI_ISL_427495
SRR12380039	EPI_ISL_418205
SRR12380040	EPI_ISL_416830
SRR12380041	EPI_ISL_427494
SRR12380042	EPI_ISL_427493
SRR12380043	EPI_ISL_427492
SRR12380044	EPI_ISL_427491
SRR12380045	EPI_ISL_427490
SRR12380046	EPI_ISL_427489
SRR12380047	EPI_ISL_427488
SRR12380048	EPI_ISL_444655
SRR12380049	EPI_ISL_427487
SRR12380050	EPI_ISL_427486
SRR12380051	EPI_ISL_427525
SRR12380052	EPI_ISL_418204
SRR12380053	EPI_ISL_427485
SRR12380054	EPI_ISL_427484
SRR12380055	EPI_ISL_427483
SRR12380056	EPI_ISL_427482
SRR12380057	EPI_ISL_427481
SRR12380058	EPI_ISL_427480
SRR12380059	EPI_ISL_435519
SRR12380060	EPI_ISL_427479
SRR12380061	EPI_ISL_427478
SRR12380062	EPI_ISL_427477
SRR12380063	EPI_ISL_427476
SRR12380064	EPI_ISL_418203
SRR12380065	EPI_ISL_427475
SRR12380066	EPI_ISL_427474
SRR12380067	EPI_ISL_427473
SRR12380068	EPI_ISL_427524
SRR12380036	EPI_ISL_451412
SRR12380069	EPI_ISL_451411
SRR12380070	EPI_ISL_451410
SRR12380071	EPI_ISL_451409
SRR12380072	EPI_ISL_451408
SRR12380073	EPI_ISL_451407
SRR12380074	EPI_ISL_451406
SRR12380075	EPI_ISL_451405
SRR12380076	EPI_ISL_420585
SRR12380077	EPI_ISL_451404
SRR12380078	EPI_ISL_424946
SRR12380079	EPI_ISL_451403
SRR12380080	EPI_ISL_451401
SRR12380081	EPI_ISL_450402
SRR12380082	EPI_ISL_450401
SRR12380083	EPI_ISL_450400
SRR12380084	EPI_ISL_450398
SRR12380085	EPI_ISL_450397
SRR12380086	EPI_ISL_450396
SRR12380087	EPI_ISL_450395
SRR12380088	EPI_ISL_450394
SRR12380089	EPI_ISL_424945
SRR12380090	EPI_ISL_450393
SRR12380091	EPI_ISL_444792
SRR12380092	EPI_ISL_444791
SRR12380093	EPI_ISL_444790
SRR12380094	EPI_ISL_444789
SRR12380095	EPI_ISL_444788
SRR12380096	EPI_ISL_444787
SRR12380097	EPI_ISL_420582
SRR12380098	EPI_ISL_444786
SRR12380099	EPI_ISL_444785
SRR12380100	EPI_ISL_424944
SRR12380101	EPI_ISL_444784
SRR12380102	EPI_ISL_444783
SRR12380103	EPI_ISL_444782
SRR12380104	EPI_ISL_427472
SRR12380106	EPI_ISL_435488
SRR12380107	EPI_ISL_421718
SRR12380108	EPI_ISL_430401
SRR12380105	EPI_ISL_444781
SRR12380109	EPI_ISL_444779
SRR12380110	EPI_ISL_444778
SRR12380111	EPI_ISL_444777
SRR12380112	EPI_ISL_420581
SRR12380113	EPI_ISL_444776
SRR12380114	EPI_ISL_444775
SRR12380115	EPI_ISL_424943
SRR12380116	EPI_ISL_430403
SRR12380117	EPI_ISL_444774
SRR12380118	EPI_ISL_444773
SRR12380119	EPI_ISL_444772
SRR12380120	EPI_ISL_444771
SRR12380121	EPI_ISL_444770
SRR12380122	EPI_ISL_444769
SRR12380123	EPI_ISL_444768
SRR12380124	EPI_ISL_444767
SRR12380125	EPI_ISL_420580
SRR12380126	EPI_ISL_444766
SRR12380127	EPI_ISL_424942
SRR12380128	EPI_ISL_444765
SRR12380129	EPI_ISL_444764
SRR12380130	EPI_ISL_444763
SRR12380131	EPI_ISL_444762
SRR12380132	EPI_ISL_444761
SRR12380133	EPI_ISL_444760
SRR12380134	EPI_ISL_444759
SRR12380135	EPI_ISL_444758
SRR12380136	EPI_ISL_444757
SRR12380137	EPI_ISL_420579
SRR12380138	EPI_ISL_424941
SRR12380139	EPI_ISL_444756
SRR12380140	EPI_ISL_444754
SRR12380141	EPI_ISL_444753
SRR12380142	EPI_ISL_444752
SRR12380143	EPI_ISL_444751
SRR12380144	EPI_ISL_444750
SRR12380145	EPI_ISL_444749
SRR12380146	EPI_ISL_444748
SRR12380147	EPI_ISL_444747
SRR12380148	EPI_ISL_420578
SRR12380149	EPI_ISL_424940
SRR12380150	EPI_ISL_444746
SRR12380151	EPI_ISL_444745
SRR12380152	EPI_ISL_444743
SRR12380153	EPI_ISL_444741
SRR12380154	EPI_ISL_444740
SRR12380155	EPI_ISL_444739
SRR12380156	EPI_ISL_444738
SRR12380157	EPI_ISL_444737
SRR12380158	EPI_ISL_420577
SRR12380159	EPI_ISL_444736
SRR12380160	EPI_ISL_424939
SRR12380161	EPI_ISL_444735
SRR12380162	EPI_ISL_444734
SRR12380163	EPI_ISL_444733
SRR12380164	EPI_ISL_444732
SRR12380165	EPI_ISL_444731
SRR12380166	EPI_ISL_444730
SRR12380167	EPI_ISL_444729
SRR12380168	EPI_ISL_444728
SRR12380169	EPI_ISL_444727
SRR12380170	EPI_ISL_420576
SRR12380171	EPI_ISL_424938
SRR12380172	EPI_ISL_444726
SRR12380173	EPI_ISL_444725
SRR12380174	EPI_ISL_444724
SRR12380175	EPI_ISL_444723
SRR12380176	EPI_ISL_444722
SRR12380177	EPI_ISL_444721
SRR12380178	EPI_ISL_444720
SRR12380179	EPI_ISL_444719
SRR12380180	EPI_ISL_444718
SRR12380181	EPI_ISL_444717
SRR12380182	EPI_ISL_424937
SRR12380183	EPI_ISL_444716
SRR12380184	EPI_ISL_444715
SRR12380185	EPI_ISL_444714
SRR12380186	EPI_ISL_444713
SRR12380187	EPI_ISL_444712
SRR12380188	EPI_ISL_444711
SRR12380189	EPI_ISL_444710
SRR12380190	EPI_ISL_444709
SRR12380191	EPI_ISL_444708
SRR12380192	EPI_ISL_444707
SRR12380193	EPI_ISL_418198
SRR12380194	EPI_ISL_420574
SRR12380195	EPI_ISL_444706
SRR12380196	EPI_ISL_444705
SRR12380197	EPI_ISL_444704
SRR12380198	EPI_ISL_444703
SRR12380199	EPI_ISL_444702
SRR12380200	EPI_ISL_444701
SRR12380201	EPI_ISL_444700
SRR12380202	EPI_ISL_444699
SRR12380203	EPI_ISL_444698
SRR12380204	EPI_ISL_424936
SRR12380205	EPI_ISL_444697
SRR12380206	EPI_ISL_420573
SRR12380207	EPI_ISL_444696
SRR12380208	EPI_ISL_444695
SRR12380209	EPI_ISL_444694
SRR12380210	EPI_ISL_444693
SRR12380211	EPI_ISL_444692
SRR12380212	EPI_ISL_444691
SRR12380213	EPI_ISL_444690
SRR12380214	EPI_ISL_444689
SRR12380215	EPI_ISL_424935
SRR12380216	EPI_ISL_444688
SRR12380217	EPI_ISL_444687
SRR12380218	EPI_ISL_420572
SRR12380219	EPI_ISL_444686
SRR12380220	EPI_ISL_444685
SRR12380221	EPI_ISL_444684
SRR12380222	EPI_ISL_444683
SRR12380223	EPI_ISL_444682
SRR12380224	EPI_ISL_444681
SRR12380225	EPI_ISL_444680
SRR12380226	EPI_ISL_424934
SRR12380227	EPI_ISL_430394
SRR12380228	EPI_ISL_444679
SRR12380229	EPI_ISL_444678
SRR12380230	EPI_ISL_444677
SRR12380231	EPI_ISL_420571
SRR12380232	EPI_ISL_444676
SRR12380233	EPI_ISL_444675
SRR12380234	EPI_ISL_444674
SRR12380235	EPI_ISL_444673
SRR12380236	EPI_ISL_444672
SRR12380237	EPI_ISL_444671
SRR12380238	EPI_ISL_424933
SRR12380239	EPI_ISL_444669
SRR12380240	EPI_ISL_444668
SRR12380241	EPI_ISL_444667
SRR12380242	EPI_ISL_420570
SRR12380243	EPI_ISL_444666
SRR12380244	EPI_ISL_444665
SRR12380245	EPI_ISL_444664
SRR12380246	EPI_ISL_444663
SRR12380247	EPI_ISL_444662
SRR12380248	EPI_ISL_444661
SRR12380249	EPI_ISL_424932
SRR12380250	EPI_ISL_444660
SRR12380251	EPI_ISL_444659
SRR12380252	EPI_ISL_444658
SRR12380253	EPI_ISL_444657
SRR12380254	EPI_ISL_420309
SRR12380255	EPI_ISL_444656
SRR12380256	EPI_ISL_444654
SRR12380257	EPI_ISL_444653
SRR12380258	EPI_ISL_444652
SRR12380259	EPI_ISL_444651
SRR12380260	EPI_ISL_424931
SRR12380261	EPI_ISL_444650
SRR12380262	EPI_ISL_444649
SRR12380263	EPI_ISL_444648
SRR12380264	EPI_ISL_444647
SRR12380265	EPI_ISL_420308
SRR12380266	EPI_ISL_444646
SRR12380267	EPI_ISL_444645
SRR12380268	EPI_ISL_444644
SRR12380269	EPI_ISL_444643
SRR12380270	EPI_ISL_444642
SRR12380271	EPI_ISL_424930
SRR12380272	EPI_ISL_444641
SRR12380273	EPI_ISL_444640
SRR12380274	EPI_ISL_444639
SRR12380275	EPI_ISL_444638
SRR12380276	EPI_ISL_444637
SRR12380277	EPI_ISL_420307
SRR12380278	EPI_ISL_444636
SRR12380279	EPI_ISL_444635
SRR12380280	EPI_ISL_444634
SRR12380281	EPI_ISL_444633
SRR12380282	EPI_ISL_421733
SRR12380283	EPI_ISL_444632
SRR12380284	EPI_ISL_444631
SRR12380285	EPI_ISL_444630
SRR12380286	EPI_ISL_444629
SRR12380287	EPI_ISL_444628
SRR12380288	EPI_ISL_444627
SRR12380289	EPI_ISL_420302
SRR12380290	EPI_ISL_444626
SRR12380291	EPI_ISL_444625
SRR12380292	EPI_ISL_444624
SRR12380293	EPI_ISL_421732
SRR12380294	EPI_ISL_444623
SRR12380295	EPI_ISL_444622
SRR12380296	EPI_ISL_444621
SRR12380297	EPI_ISL_444620
SRR12380298	EPI_ISL_444619
SRR12380299	EPI_ISL_444618
SRR12380300	EPI_ISL_444617
SRR12380301	EPI_ISL_420301
SRR12380302	EPI_ISL_418190
SRR12380303	EPI_ISL_444616
SRR12380304	EPI_ISL_418197
SRR12380305	EPI_ISL_444615
SRR12380306	EPI_ISL_444614
SRR12380307	EPI_ISL_444613
SRR12380308	EPI_ISL_420300
SRR12380309	EPI_ISL_435549
SRR12380310	EPI_ISL_435548
SRR12380311	EPI_ISL_435547
SRR12380312	EPI_ISL_435546
SRR12380313	EPI_ISL_435545
SRR12380314	EPI_ISL_420299
SRR12380315	EPI_ISL_421731
SRR12380316	EPI_ISL_435544
SRR12380317	EPI_ISL_435543
SRR12380318	EPI_ISL_435542
SRR12380319	EPI_ISL_435541
SRR12380320	EPI_ISL_435540
SRR12380321	EPI_ISL_435539
SRR12380322	EPI_ISL_435538
SRR12380323	EPI_ISL_435537
SRR12380324	EPI_ISL_435536
SRR12380325	EPI_ISL_435535
SRR12380326	EPI_ISL_421730
SRR12380327	EPI_ISL_420298
SRR12380328	EPI_ISL_435534
SRR12380329	EPI_ISL_435533
SRR12380330	EPI_ISL_435532
SRR12380331	EPI_ISL_435531
SRR12380332	EPI_ISL_435530
SRR12380333	EPI_ISL_435529
SRR12380334	EPI_ISL_435722
SRR12380335	EPI_ISL_435528
SRR12380336	EPI_ISL_435527
SRR12380337	EPI_ISL_421729
SRR12380338	EPI_ISL_430371
SRR12380339	EPI_ISL_435526
SRR12380340	EPI_ISL_420297
SRR12380341	EPI_ISL_435525
SRR12380342	EPI_ISL_435524
SRR12380343	EPI_ISL_435523
SRR12380344	EPI_ISL_435522
SRR12380345	EPI_ISL_435521
SRR12380346	EPI_ISL_435721
SRR12380347	EPI_ISL_435520
SRR12380348	EPI_ISL_435518
SRR12380349	EPI_ISL_421728
SRR12380350	EPI_ISL_435517
SRR12380351	EPI_ISL_420296
SRR12380352	EPI_ISL_435516
SRR12380353	EPI_ISL_435515
SRR12380354	EPI_ISL_435514
SRR12380355	EPI_ISL_435513
SRR12380356	EPI_ISL_435512
SRR12380357	EPI_ISL_435511
SRR12380358	EPI_ISL_435510
SRR12380359	EPI_ISL_435509
SRR12379683	EPI_ISL_458019
SRR12379684	EPI_ISL_421589
SRR12379685	EPI_ISL_458018
SRR12379686	EPI_ISL_458017
SRR12379652	EPI_ISL_430374
SRR12379688	EPI_ISL_430373
SRR12379689	EPI_ISL_430372
SRR12379690	EPI_ISL_421716
SRR12379691	EPI_ISL_430370
SRR12379692	EPI_ISL_430369
SRR12379693	EPI_ISL_430368
SRR12379694	EPI_ISL_430367
SRR12379695	EPI_ISL_418980
SRR12379696	EPI_ISL_430366
SRR12379697	EPI_ISL_430365
SRR12379698	EPI_ISL_430364
SRR12379699	EPI_ISL_430363
SRR12379700	EPI_ISL_430362
SRR12379701	EPI_ISL_421715
SRR12379702	EPI_ISL_430361
SRR12379703	EPI_ISL_430360
SRR12379704	EPI_ISL_430359
SRR12379705	EPI_ISL_430358
SRR12379706	EPI_ISL_430357
SRR12379707	EPI_ISL_430355
SRR12379708	EPI_ISL_430354
SRR12379709	EPI_ISL_430353
SRR12379710	EPI_ISL_430352
SRR12379711	EPI_ISL_430351
SRR12379712	EPI_ISL_421714
SRR12379713	EPI_ISL_430350
SRR12379714	EPI_ISL_430349
SRR12379715	EPI_ISL_430348
SRR12379716	EPI_ISL_430347
SRR12379717	EPI_ISL_430346
SRR12379718	EPI_ISL_430345
SRR12379719	EPI_ISL_430344
SRR12379720	EPI_ISL_430343
SRR12379721	EPI_ISL_430342
SRR12379722	EPI_ISL_430341
SRR12379687	EPI_ISL_421588
SRR12379724	EPI_ISL_424962
SRR12379725	EPI_ISL_430428
SRR12379726	EPI_ISL_421587
SRR12379727	EPI_ISL_421586
SRR12379728	EPI_ISL_456115
SRR12379729	EPI_ISL_456114
SRR12379730	EPI_ISL_456112
SRR12379731	EPI_ISL_456111
SRR12379732	EPI_ISL_460603
SRR12379733	EPI_ISL_456110
SRR12379734	EPI_ISL_456109
SRR12379735	EPI_ISL_456108
SRR12379736	EPI_ISL_424961
SRR12379737	EPI_ISL_456107
SRR12379738	EPI_ISL_456070
SRR12379739	EPI_ISL_456069
SRR12379740	EPI_ISL_456067
SRR12379741	EPI_ISL_456065
SRR12379742	EPI_ISL_456064
SRR12379743	EPI_ISL_456063
SRR12379744	EPI_ISL_456062
SRR12379745	EPI_ISL_456061
SRR12379746	EPI_ISL_456060
SRR12379747	EPI_ISL_424960
SRR12379748	EPI_ISL_456059
SRR12379749	EPI_ISL_456058
SRR12379750	EPI_ISL_456057
SRR12379751	EPI_ISL_456056
SRR12379752	EPI_ISL_421583
SRR12379753	EPI_ISL_456055
SRR12379754	EPI_ISL_456054
SRR12379755	EPI_ISL_456053
SRR12379756	EPI_ISL_456052
SRR12379757	EPI_ISL_456050
SRR12379758	EPI_ISL_424959
SRR12379723	EPI_ISL_421713
SRR12379760	EPI_ISL_430340
SRR12379761	EPI_ISL_430339
SRR12379762	EPI_ISL_430338
SRR12379763	EPI_ISL_430337
SRR12379764	EPI_ISL_418977
SRR12379765	EPI_ISL_430336
SRR12379766	EPI_ISL_430335
SRR12379767	EPI_ISL_430334
SRR12379768	EPI_ISL_430333
SRR12379769	EPI_ISL_430332
SRR12379770	EPI_ISL_421712
SRR12379771	EPI_ISL_430331
SRR12379772	EPI_ISL_430330
SRR12379773	EPI_ISL_430329
SRR12379774	EPI_ISL_430328
SRR12379775	EPI_ISL_430327
SRR12379776	EPI_ISL_418976
SRR12379777	EPI_ISL_416831
SRR12379778	EPI_ISL_430326
SRR12379779	EPI_ISL_430325
SRR12379780	EPI_ISL_430324
SRR12379781	EPI_ISL_456113
SRR12379782	EPI_ISL_430323
SRR12379783	EPI_ISL_430322
SRR12379784	EPI_ISL_430321
SRR12379785	EPI_ISL_430320
SRR12379786	EPI_ISL_430319
SRR12379787	EPI_ISL_428805
SRR12379788	EPI_ISL_418975
SRR12379789	EPI_ISL_428803
SRR12379790	EPI_ISL_428802
SRR12379791	EPI_ISL_428801
SRR12379792	EPI_ISL_421585
SRR12379793	EPI_ISL_428800
SRR12379759	EPI_ISL_456049
SRR12379794	EPI_ISL_456048
SRR12379795	EPI_ISL_456047
SRR12379796	EPI_ISL_456046
SRR12379797	EPI_ISL_421582
SRR12379798	EPI_ISL_456045
SRR12379799	EPI_ISL_456044
SRR12379800	EPI_ISL_456043
SRR12379801	EPI_ISL_456042
SRR12379802	EPI_ISL_456041
SRR12379803	EPI_ISL_424958
SRR12379804	EPI_ISL_456040
SRR12379805	EPI_ISL_456039
SRR12379806	EPI_ISL_456038
SRR12379807	EPI_ISL_456037
SRR12379808	EPI_ISL_456036
SRR12379809	EPI_ISL_421581
SRR12379810	EPI_ISL_418193
SRR12379811	EPI_ISL_456035
SRR12379812	EPI_ISL_456034
SRR12379813	EPI_ISL_456033
SRR12379814	EPI_ISL_424957
SRR12379815	EPI_ISL_456032
SRR12379816	EPI_ISL_456031
SRR12379817	EPI_ISL_456030
SRR12379818	EPI_ISL_456029
SRR12379819	EPI_ISL_456028
SRR12379820	EPI_ISL_456066
SRR12379821	EPI_ISL_456027
SRR12379822	EPI_ISL_421580
SRR12379823	EPI_ISL_456026
SRR12379824	EPI_ISL_456025
SRR12379825	EPI_ISL_424956
SRR12379826	EPI_ISL_456024
SRR12379827	EPI_ISL_456023
SRR12379828	EPI_ISL_456022
SRR12379829	EPI_ISL_428799
SRR12379831	EPI_ISL_428798
SRR12379832	EPI_ISL_428797
SRR12379833	EPI_ISL_428796
SRR12379834	EPI_ISL_428795
SRR12379835	EPI_ISL_428794
SRR12379836	EPI_ISL_418974
SRR12379837	EPI_ISL_428793
SRR12379838	EPI_ISL_428792
SRR12379839	EPI_ISL_456068
SRR12379840	EPI_ISL_428791
SRR12379841	EPI_ISL_428790
SRR12379842	EPI_ISL_428789
SRR12379843	EPI_ISL_428788
SRR12379844	EPI_ISL_428787
SRR12379845	EPI_ISL_428786
SRR12379846	EPI_ISL_428785
SRR12379847	EPI_ISL_428784
SRR12379848	EPI_ISL_418973
SRR12379849	EPI_ISL_428783
SRR12379850	EPI_ISL_421584
SRR12379851	EPI_ISL_421723
SRR12379852	EPI_ISL_428781
SRR12379853	EPI_ISL_428780
SRR12379854	EPI_ISL_428779
SRR12379855	EPI_ISL_428778
SRR12379856	EPI_ISL_428777
SRR12379857	EPI_ISL_428776
SRR12379858	EPI_ISL_428775
SRR12379859	EPI_ISL_428774
SRR12379860	EPI_ISL_418972
SRR12379861	EPI_ISL_428773
SRR12379830	EPI_ISL_456021
SRR12379862	EPI_ISL_456020
SRR12379863	EPI_ISL_456019
SRR12379864	EPI_ISL_456018
SRR12379865	EPI_ISL_456017
SRR12379866	EPI_ISL_421579
SRR12379867	EPI_ISL_456016
SRR12379868	EPI_ISL_424955
SRR12379869	EPI_ISL_456015
SRR12379870	EPI_ISL_456014
SRR12379871	EPI_ISL_456013
SRR12379872	EPI_ISL_456012
SRR12379873	EPI_ISL_456011
SRR12379874	EPI_ISL_456010
SRR12379875	EPI_ISL_456009
SRR12379876	EPI_ISL_456008
SRR12379877	EPI_ISL_456007
SRR12379878	EPI_ISL_421578
SRR12379879	EPI_ISL_424954
SRR12379880	EPI_ISL_456006
SRR12379881	EPI_ISL_456005
SRR12379882	EPI_ISL_456004
SRR12379883	EPI_ISL_456003
SRR12379884	EPI_ISL_451479
SRR12379885	EPI_ISL_451478
SRR12379886	EPI_ISL_451477
SRR12379887	EPI_ISL_451476
SRR12379888	EPI_ISL_451475
SRR12379889	EPI_ISL_451474
SRR12379890	EPI_ISL_424953
SRR12379891	EPI_ISL_421577
SRR12379892	EPI_ISL_451473
SRR12379893	EPI_ISL_451472
SRR12379894	EPI_ISL_451471
SRR12379895	EPI_ISL_451470
SRR12379896	EPI_ISL_451469
SRR12379897	EPI_ISL_456051
SRR12379899	EPI_ISL_428772
SRR12379900	EPI_ISL_428771
SRR12379901	EPI_ISL_428770
SRR12379902	EPI_ISL_428769
SRR12379903	EPI_ISL_428768
SRR12379904	EPI_ISL_428767
SRR12379905	EPI_ISL_428766
SRR12379906	EPI_ISL_428765
SRR12379907	EPI_ISL_428764
SRR12379908	EPI_ISL_418971
SRR12379909	EPI_ISL_450399
SRR12379910	EPI_ISL_428763
SRR12379911	EPI_ISL_428762
SRR12379912	EPI_ISL_428761
SRR12379913	EPI_ISL_428760
SRR12379914	EPI_ISL_428759
SRR12379915	EPI_ISL_428758
SRR12379916	EPI_ISL_428757
SRR12379917	EPI_ISL_427641
SRR12379918	EPI_ISL_427640
SRR12379919	EPI_ISL_427639
SRR12379920	EPI_ISL_444780
SRR12379921	EPI_ISL_427638
SRR12379922	EPI_ISL_427637
SRR12379923	EPI_ISL_427636
SRR12379924	EPI_ISL_427635
SRR12379925	EPI_ISL_427634
SRR12379926	EPI_ISL_427642
SRR12379927	EPI_ISL_427633
SRR12379928	EPI_ISL_427632
SRR12379929	EPI_ISL_427631
SRR12379930	EPI_ISL_427630
SRR12379898	EPI_ISL_451468
SRR12379932	EPI_ISL_451467
SRR12379933	EPI_ISL_451466
SRR12379934	EPI_ISL_451665
SRR12379935	EPI_ISL_424952
SRR12379936	EPI_ISL_430405
SRR12379937	EPI_ISL_451465
SRR12379938	EPI_ISL_420591
SRR12379939	EPI_ISL_451464
SRR12379940	EPI_ISL_451463
SRR12379941	EPI_ISL_451462
SRR12379942	EPI_ISL_451461
SRR12379943	EPI_ISL_451460
SRR12379944	EPI_ISL_451459
SRR12379945	EPI_ISL_451458
SRR12379946	EPI_ISL_451457
SRR12379947	EPI_ISL_424951
SRR12379948	EPI_ISL_451456
SRR12379949	EPI_ISL_451455
SRR12379950	EPI_ISL_420590
SRR12379951	EPI_ISL_451454
SRR12379952	EPI_ISL_451453
SRR12379953	EPI_ISL_451452
SRR12379954	EPI_ISL_451451
SRR12379955	EPI_ISL_451450
SRR12379956	EPI_ISL_451449
SRR12379957	EPI_ISL_451448
SRR12379958	EPI_ISL_424950
SRR12379959	EPI_ISL_451447
SRR12379960	EPI_ISL_451446
SRR12379961	EPI_ISL_451445
SRR12379962	EPI_ISL_420589
SRR12379963	EPI_ISL_451444
SRR12379964	EPI_ISL_451443
SRR12379965	EPI_ISL_451442
SRR12379966	EPI_ISL_451441
SRR12379931	EPI_ISL_444755
SRR12379968	EPI_ISL_427629
SRR12379969	EPI_ISL_427628
SRR12379970	EPI_ISL_427627
SRR12379971	EPI_ISL_427521
SRR12379972	EPI_ISL_427520
SRR12379973	EPI_ISL_427519
SRR12379974	EPI_ISL_427518
SRR12379975	EPI_ISL_427517
SRR12379976	EPI_ISL_427516
SRR12379977	EPI_ISL_427515
SRR12379978	EPI_ISL_444744
SRR12379979	EPI_ISL_418968
SRR12379980	EPI_ISL_427514
SRR12379981	EPI_ISL_427513
SRR12379982	EPI_ISL_427512
SRR12379983	EPI_ISL_427511
SRR12379984	EPI_ISL_427510
SRR12379985	EPI_ISL_427509
SRR12379986	EPI_ISL_427508
SRR12379987	EPI_ISL_427507
SRR12379988	EPI_ISL_427506
SRR12379989	EPI_ISL_444742
SRR12379990	EPI_ISL_427505
SRR12379991	EPI_ISL_427504
SRR12379992	EPI_ISL_427503
SRR12379993	EPI_ISL_427502
SRR12379994	EPI_ISL_427501
SRR12379995	EPI_ISL_427500
SRR12379996	EPI_ISL_427499
SRR12379997	EPI_ISL_427498
SRR12379998	EPI_ISL_427497
SRR12379999	EPI_ISL_427496
SRR12379967	EPI_ISL_451440
SRR12380000	EPI_ISL_451439
SRR12380001	EPI_ISL_424949
SRR12380002	EPI_ISL_451438
SRR12380003	EPI_ISL_451437
SRR12380004	EPI_ISL_451436
SRR12380005	EPI_ISL_451435
SRR12380006	EPI_ISL_420588
SRR12380007	EPI_ISL_451434
SRR12380008	EPI_ISL_451433
SRR12380009	EPI_ISL_451432
SRR12380010	EPI_ISL_451431
SRR12380011	EPI_ISL_451430
SRR12380012	EPI_ISL_424948
SRR12380013	EPI_ISL_451429
SRR12380014	EPI_ISL_451428
SRR12380015	EPI_ISL_451427
SRR12380016	EPI_ISL_451426
SRR12380017	EPI_ISL_451425
SRR12380018	EPI_ISL_420587
SRR12380019	EPI_ISL_451424
SRR12380020	EPI_ISL_451423
SRR12380038	EPI_ISL_421727
SRR12379496	EPI_ISL_435508
SRR12379497	EPI_ISL_435507
SRR12379498	EPI_ISL_419705
SRR12379499	EPI_ISL_435506
SRR12379500	EPI_ISL_435505
SRR12379501	EPI_ISL_435504
SRR12379502	EPI_ISL_435503
SRR12379503	EPI_ISL_435502
SRR12379504	EPI_ISL_435501
SRR12379505	EPI_ISL_435500
SRR12379506	EPI_ISL_421726
SRR12379507	EPI_ISL_435499
SRR12379508	EPI_ISL_435498
SRR12379509	EPI_ISL_435497
SRR12379510	EPI_ISL_419704
SRR12379511	EPI_ISL_435496
SRR12379512	EPI_ISL_435495
SRR12379513	EPI_ISL_435494
SRR12379514	EPI_ISL_435493
SRR12379515	EPI_ISL_435492
SRR12379516	EPI_ISL_435491
SRR12379517	EPI_ISL_421725
SRR12379518	EPI_ISL_435490
SRR12379519	EPI_ISL_435489
SRR12379520	EPI_ISL_435487
SRR12379521	EPI_ISL_419703
SRR12379522	EPI_ISL_435486
SRR12379523	EPI_ISL_435485
SRR12379524	EPI_ISL_435484
SRR12379525	EPI_ISL_435482
SRR12379526	EPI_ISL_435481
SRR12379527	EPI_ISL_435480
SRR12379528	EPI_ISL_421724
SRR12379529	EPI_ISL_435479
SRR12379530	EPI_ISL_435478
SRR12379531	EPI_ISL_427471
SRR12379533	EPI_ISL_427470
SRR12379534	EPI_ISL_427469
SRR12379535	EPI_ISL_426626
SRR12379536	EPI_ISL_426625
SRR12379537	EPI_ISL_426624
SRR12379538	EPI_ISL_426623
SRR12379539	EPI_ISL_426622
SRR12379540	EPI_ISL_426621
SRR12379541	EPI_ISL_426620
SRR12379542	EPI_ISL_435483
SRR12379543	EPI_ISL_426619
SRR12379544	EPI_ISL_426618
SRR12379545	EPI_ISL_426617
SRR12379546	EPI_ISL_421711
SRR12379532	EPI_ISL_435477
SRR12379547	EPI_ISL_419702
SRR12379548	EPI_ISL_435476
SRR12379549	EPI_ISL_435475
SRR12379550	EPI_ISL_430434
SRR12379551	EPI_ISL_430433
SRR12379552	EPI_ISL_430432
SRR12379553	EPI_ISL_430431
SRR12379554	EPI_ISL_421722
SRR12379555	EPI_ISL_430430
SRR12379556	EPI_ISL_430429
SRR12379557	EPI_ISL_430427
SRR12379558	EPI_ISL_416832
SRR12379559	EPI_ISL_430426
SRR12379560	EPI_ISL_430425
SRR12379561	EPI_ISL_430424
SRR12379562	EPI_ISL_430423
SRR12379563	EPI_ISL_430422
SRR12379564	EPI_ISL_430421
SRR12379565	EPI_ISL_418196
SRR12379566	EPI_ISL_430420
SRR12379567	EPI_ISL_430419
SRR12379568	EPI_ISL_430418
SRR12379569	EPI_ISL_430417
SRR12379570	EPI_ISL_419700
SRR12379571	EPI_ISL_430416
SRR12379572	EPI_ISL_430415
SRR12379573	EPI_ISL_430414
SRR12379574	EPI_ISL_430413
SRR12379575	EPI_ISL_430412
SRR12379576	EPI_ISL_421721
SRR12379577	EPI_ISL_430411
SRR12379578	EPI_ISL_430410
SRR12379579	EPI_ISL_430409
